Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
PARS2	1p32.3	0.7014815220160715	2.4244522015526586e-77	7.519904743923562e-75
ZNF302	19q13.11	0.700314619941125	5.531040669651058e-77	1.6895653172853783e-74
NSUN4	1p33	0.6995652684812803	9.373715845155395e-77	2.820649032151909e-74
GNL2	1p34.3	0.6986316637501268	1.8044839766106294e-76	5.350029625359838e-74
YRDC	1p34.3	0.6979157970272621	2.976533305447808e-76	8.69708521320772e-74
ZNF571	19q13.12	0.6978165621667015	3.1899981993540163e-76	9.187650528168047e-74
EVI5	1p22.1	0.6976452151354687	3.595004189460999e-76	1.0208292882214536e-73
FNBP1L	1p22.1	0.6951110658275742	2.085133642518641e-75	5.838663800946988e-73
ZNF260	19q13.12	0.6941251320627645	4.1115625201474486e-75	1.1355234516259276e-72
ZNF146	19q13.12	0.6933583366795233	6.958500113944624e-75	1.8958151459086157e-72
ZFP30	19q13.12	0.6932654469111278	7.415636739778099e-75	1.9934220308088833e-72
CEPT1	1p13.3	0.6925696396557467	1.1934457333699054e-74	3.1659288724303506e-72
PSMB2	1p34.3	0.692525588358209	1.2298894151970663e-74	3.2202338311413056e-72
MTF2	1p22.1	0.6924920086329058	1.2584110709074256e-74	3.252669948790334e-72
HNRNPR	1p36.12	0.6923610629998068	1.376052943306566e-74	3.511721948101731e-72
ZNF684	1p34.2	0.692003217998168	1.7562862139977788e-74	4.4260607950511524e-72
PROSER3	19q13.12	0.6916032657874197	2.3058991358014044e-74	5.739411416900261e-72
NFIA	1p31.3	0.6915187268052738	2.4423581072082684e-74	6.004924609686085e-72
TXLNA	1p35.2	0.6909414222419656	3.614839996640395e-74	8.780577008706866e-72
SH3GLB1	1p22.3	0.6904840736112643	4.9283617445786905e-74	1.1828654896720356e-71
ZNF569	19q13.12	0.6893324809974093	1.0728704622465775e-73	2.5447225163945e-71
GPATCH1	19q13.11	0.6887938798651715	1.541754713517313e-73	3.614339160374715e-71
RRAGC	1p34.3	0.6886714312025766	1.6740441839715196e-73	3.8793568727643455e-71
HIPK1	1p13.2	0.6882533788273816	2.216628236949045e-73	5.078345668764738e-71
ZNF776	19q13.43	0.6878593320564045	2.8868775799475185e-73	6.5395886392496536e-71
LRRC40	1p31.1	0.6876754982524405	3.265073904056306e-73	7.314128331075466e-71
RPF1	1p22.3	0.6831827367339153	6.430774672749527e-72	1.4247345953549806e-69
TXNDC12	1p32.3	0.681217836781283	2.328333558896467e-71	5.102340530533877e-69
ZNF507	19q13.11	0.6811388360591195	2.4514316716433986e-71	5.314334831398125e-69
ZNF607	19q13.12	0.6804123210286246	3.934166092399689e-71	8.437949211581929e-69
LRRC42	1p32.3	0.6799375213863633	5.355348743365664e-71	1.1365177475262648e-68
PRPF38B	1p13.3	0.6791809171546419	8.743658230421975e-71	1.8362593081618484e-68
TMED5	1p22.1	0.6777397283652071	2.215484106628841e-70	4.604780935437532e-68
GPBP1L1	1p34.1	0.677698195547067	2.2754671654778193e-70	4.681193216652889e-68
ANKRD13C	1p31.1	0.6757090828451361	8.137406084747187e-70	1.6571539805513943e-67
AGO3	1p34.3	0.675021537969534	1.2611458230499674e-69	2.5309066209444266e-67
NOTCH2	1p12	0.6750131430382088	1.2679012386061558e-69	2.5309066209444266e-67
ZNF566	19q13.12	0.6748892957092235	1.3718428705094459e-69	2.7115415796412686e-67
NRDC	1p32.3	0.6745618492036596	1.6892623436927106e-69	3.306526030212499e-67
TAF12	1p35.3	0.6726434306602646	5.687816268934556e-69	1.1026159980575922e-66
ZMPSTE24	1p34.2	0.6721632554377941	7.69649407447388e-69	1.4778001622425512e-66
ZNF568	19q13.12	0.6700803255748781	2.839243031662656e-68	5.400186675599133e-66
ZBTB40	1p36.12	0.6694873341363153	4.109158931757136e-68	7.742500301229498e-66
SRSF11	1p31.1	0.6688012473277329	6.2957137919946e-68	1.175258201485214e-65
CD3EAP	19q13.32	0.6685024319563744	7.578640316506335e-68	1.4017703433126994e-65
UTP11	1p34.3	0.6684267892067426	7.942661841266451e-68	1.455745503470663e-65
URI1	19q12	0.6683626637887067	8.264829308899211e-68	1.501146159429883e-65
DNALI1	1p34.3	0.6679646261453202	1.0576006906222161e-67	1.9037756717530803e-65
CACHD1	1p31.3	0.6679234173698366	1.0849232753472692e-67	1.935675942856309e-65
MTF1	1p34.3	0.6669853942330534	1.936726101378992e-67	3.425117099114198e-65
DDOST	1p36.12	0.6668245208349822	2.138641140544288e-67	3.7493168725663817e-65
ZNF30	19q13.11	0.6656154592571992	4.4975183054607677e-67	7.816764358309873e-65
USP48	1p36.12	0.6652772024058636	5.5337683918000416e-67	9.535581585220567e-65
ZNF567	19q13.12	0.6649439531188159	6.786104337218084e-67	1.1594461825648626e-64
CEP89	19q13.11	0.664728998693019	7.73942809794297e-67	1.311215209097716e-64
EXTL2	1p21.2	0.6636813112635301	1.4664871871858669e-66	2.4638206817378553e-64
PUM1	1p35.2	0.6600693549491338	1.3021256920859325e-65	2.1695996758797093e-63
ZNF599	19q13.11	0.6600546567468328	1.313666946595208e-65	2.1708884680578678e-63
SELENOF	1p22.3	0.6592586696503132	2.1169270497596257e-65	3.469867174813318e-63
LZIC	1p36.22	0.6570320099622212	7.980491998156521e-65	1.297537896571239e-62
ZMYM6	1p34.3	0.6557859667190885	1.6688113756775133e-64	2.6915924916027477e-62
WDR78	1p31.3	0.6557392788771499	1.715465006846985e-64	2.7448801589715925e-62
CNN3	1p21.3	0.6554756193631209	2.004314725876332e-64	3.181810172314388e-62
CSDE1	1p13.2	0.6548449391012898	2.9063877568465546e-64	4.544350184464684e-62
EMC1	1p36.13	0.6548441727255424	2.9076988928919407e-64	4.544350184464684e-62
MTOR	1p36.22	0.6538594914213405	5.1850154106654855e-64	8.041161207263605e-62
ZNF432	19q13.41	0.6537992102048421	5.371527189130361e-64	8.26682134809597e-62
HS2ST1	1p22.3	0.6523492585696068	1.2537247572599144e-63	1.9039237674128565e-61
PHF13	1p36.31	0.6523461503394848	1.2559985172655617e-63	1.9039237674128565e-61
ZNF383	19q13.12	0.6517309641835098	1.7970340537532059e-63	2.703731608784954e-61
SASS6	1p21.2	0.6511023461645946	2.589084546230094e-63	3.866558039744069e-61
CMPK1	1p33	0.6493795880509904	7.01201682192e-63	1.0394799349024201e-60
C1ORF174	1p36.32	0.6489963373355657	8.74420168380869e-63	1.28680182589246e-60
WDR77	1p13.2	0.6488863935814652	9.315347465638302e-63	1.3609182627154624e-60
NFYC	1p34.2	0.648299985536417	1.3048824195176485e-62	1.8926427668989434e-60
CROT	7q21.12	0.6477651101697789	1.773369291186899e-62	2.5537784485442195e-60
SEC22B	1p12	0.6473666459083582	2.227795591489073e-62	3.185431696454695e-60
MGA	15q15.1	0.6473044350488463	2.3085026027309486e-62	3.277585984060469e-60
RCC2	1p36.13	0.6472268040260061	2.413299128331523e-62	3.4024142465938346e-60
GPN2	1p36.11	0.6461043575238656	4.578882939690862e-62	6.410754093549129e-60
KPNA6	1p35.2	0.645481423695551	6.525610643863034e-62	9.073299047649837e-60
MYCBP	1p34.3	0.6443527330107631	1.2373399602434314e-61	1.708630886196426e-59
KDM1A	1p36.12	0.6441072760043888	1.4215491469927693e-61	1.9496498198994027e-59
SCMH1	1p34.2	0.6440681890226594	1.4532981479602788e-61	1.9797259433126472e-59
ZNF615	19q13.41	0.6437697855280569	1.7200599621990455e-61	2.3273912012010036e-59
SPRN	10q26.3	-0.643042726069259	2.5913542966223948e-61	3.4829529316136066e-59
CLCC1	1p13.3	0.6427135847911409	3.118468712448138e-61	4.163672033885226e-59
FPGT	1p31.1	0.6424976299231053	3.520862450837575e-61	4.670007096798444e-59
SZRD1	1p36.13	0.6424680267442191	3.579900350997275e-61	4.717279148787978e-59
SRRM1	1p36.11	0.6424086136592428	3.701371889516406e-61	4.845672640554562e-59
CCDC146	7q11.23	0.6423372867347781	3.852620560238456e-61	5.009617927815075e-59
DHDDS	1p36.11	0.6423263733240542	3.8762977865143184e-61	5.009617927815075e-59
ABTB2	11p13	-0.6420937895424736	4.4167183461851105e-61	5.671685259709428e-59
ASPHD1	16p11.2	-0.641772793878875	5.287474704721621e-61	6.746884653284342e-59
SIPA1L3	19q13.13-q13.2	0.6401469528342699	1.3111094381701088e-60	1.6624702756570792e-58
MTFR1L	1p36.11	0.639675679929266	1.7041724441242815e-60	2.1473637903743526e-58
LRIF1	1p13.3	0.6392568329604621	2.1505680599570393e-60	2.6930187985586256e-58
GLMN	1p22.1	0.6390862833029961	2.3640158647710987e-60	2.9420323363981558e-58
SLC7A14	3q26.2	-0.6389855883109327	2.499784428146777e-60	3.0919112795010535e-58
BCL10	1p22.3	0.6388498696399683	2.695105532999285e-60	3.313172112853572e-58
GTF2B	1p22.2	0.638025429086479	4.253050225895046e-60	5.1967118548042436e-58
ZNF773	19q13.43	0.6379397566031041	4.459170945817891e-60	5.41574370112256e-58
MANEAL	1p34.3	0.6373921419775529	6.032230363837694e-60	7.28238301588813e-58
DBT	1p21.2	0.6372102069642224	6.668310354488925e-60	8.002369348622095e-58
ZNF28	19q13.41	0.6371444915034339	6.914083377661291e-60	8.248215087398182e-58
TRIM33	1p13.2	0.6362989150567254	1.1006564654689435e-59	1.3053138235481983e-57
KCNIP2	10q24.32	-0.635574948632409	1.6369250416822532e-59	1.9299441968044387e-57
ZNF304	19q13.43	0.6347482386550006	2.572211335815224e-59	3.015020508219228e-57
EIF3I	1p35.2	0.6345971600521708	2.7932587822077825e-59	3.25519597156596e-57
IPP	1p34.1	0.6334997657924614	5.076780229797539e-59	5.882354380054493e-57
HDAC1	1p35.2-p35.1	0.6334128701546221	5.322184759536632e-59	6.131460967829602e-57
CPT2	1p32.3	0.6325138915678419	8.665725801009694e-59	9.926687379213433e-57
STK38	6p21.31	0.6324762609010384	8.844065487598467e-59	1.0073740355676423e-56
UBIAD1	1p36.22	0.6321674460071709	1.0452217767507183e-58	1.18386046298153e-56
ASAP3	1p36.12	0.6320879150788182	1.0911413935991529e-58	1.2289665718632694e-56
NUP62	19q13.33	0.6314724340610729	1.5212544442540332e-58	1.7038894917003093e-56
WLS	1p31.3	0.6311490664129225	1.8109067545813864e-58	2.0171100043710128e-56
WARS2	1p12	0.6305892570326552	2.447512071785652e-58	2.7112247735862927e-56
INPP5B	1p34.3	0.6301809843361853	3.0476845897176e-58	3.3576157930763138e-56
GBE1	3p12.2	0.6298814620232419	3.578940788098658e-58	3.9214687624378825e-56
NMNAT1	1p36.22	0.6287418721876565	6.585139544028085e-58	7.176378289035147e-56
FAM76A	1p35.3	0.6285760943858917	7.194415253266179e-58	7.798204619413948e-56
DRG2	17p11.2	-0.628005062320324	9.754248800082139e-58	1.0516332088687488e-55
OSBPL9	1p32.3	0.6278242620098712	1.0739722826975369e-57	1.1517210208226086e-55
SEPTIN8	5q31.1	-0.6273281215685031	1.3981515817975767e-57	1.4914356635249177e-55
ZNF527	19q13.12	0.627120471332104	1.5611339573500156e-57	1.656527458638614e-55
CCDC18	1p22.1	0.6267714769470646	1.8786229388280543e-57	1.9829799512938432e-55
ZNF606	19q13.43	0.6262641302987004	2.4577470932685285e-57	2.5807624555930623e-55
SLAIN1	13q22.3	-0.6260600009159301	2.7379738638669114e-57	2.860118708260145e-55
PAFAH2	1p36.11	0.6251007253684594	4.542822864028673e-57	4.721023286684643e-55
TCEANC2	1p32.3	0.624598531739766	5.917510033822455e-57	6.1180814707086565e-55
CDC14A	1p21.2	0.6245888112929673	5.947839731456261e-57	6.1180814707086565e-55
KIAA0355	19q13.11	0.6239708255805398	8.229113244364941e-57	8.421682848712772e-55
CARD8	19q13.33	0.6239035197936679	8.524909811927079e-57	8.680338723144536e-55
MADCAM1	19p13.3	-0.6237409783475929	9.28350861838172e-57	9.40526719875346e-55
CTTNBP2NL	1p13.2	0.6226048239175305	1.6822375983557652e-56	1.6957796110225292e-54
BSDC1	1p35.1	0.6223395882714768	1.9319927002557758e-56	1.9378559616844127e-54
ZNF780A	19q13.2	0.6223012062544536	1.9710622555682157e-56	1.9672567393322177e-54
EXOSC10	1p36.22	0.6216216281894912	2.8083318851683856e-56	2.789102420535952e-54
ZNF416	19q13.43	0.6209210795139634	4.0415282571535046e-56	3.994178980023128e-54
NOL9	1p36.31	0.6204525981517717	5.15284993317946e-56	5.067639390382004e-54
ZNF461	19q13.12	0.6200769165734	6.259244902495948e-56	6.125856139768001e-54
AKIRIN1	1p34.3	0.6193731288277984	9.004614140111265e-56	8.77014616805716e-54
ANKRD27	19q13.11	0.6185329424181928	1.3883349860304775e-55	1.3456837333346374e-53
ZNF420	19q13.12	0.6184929423701889	1.417202355999094e-55	1.36709170810037e-53
BBS4	15q24.1	0.6174611305834248	2.407326689520058e-55	2.3111482565435187e-53
STIL	1p33	0.6168833247480431	3.236070840328086e-55	3.0920580195191726e-53
ZNF474	5q23.2	0.6143973209359171	1.1475768941623075e-54	1.0913348001512395e-52
RPE65	1p31.3	0.61431899608637	1.1940520534716308e-54	1.1302011009409178e-52
TTC26	7q34	0.614004967899439	1.3999127150286748e-54	1.318861693817435e-52
TNNT1	19q13.42	-0.6135536651328604	1.758892635937255e-54	1.649350438750279e-52
TRIM67	1q42.2	-0.6128330354863236	2.5305176734504833e-54	2.3619336488164444e-52
AGO1	1p34.3	0.6122926363548954	3.3220327182689425e-54	3.0820050816844792e-52
CAPZA1	1p13.2	0.6122863487216031	3.332558443565381e-54	3.0820050816844792e-52
PGD	1p36.22	0.6122753162856723	3.351107224788217e-54	3.085007888536769e-52
IQCC	1p35.2	0.6117905175671777	4.2758392577369154e-54	3.9184179670560886e-52
MYOZ1	10q22.2	-0.6111269031558693	5.964767591463974e-54	5.4414334575341704e-52
KCNK3	2p23.3	-0.6108708749323347	6.780772933203491e-54	6.1579803201043055e-52
ZNF542P	19q13.43	0.610238427316541	9.302882446865121e-54	8.410556637275681e-52
CHADL	22q13.2	-0.6097719784217561	1.174114119845774e-53	1.0567551236701183e-51
HECTD3	1p34.1	0.6093336708390513	1.4606662945408954e-53	1.3088219184106219e-51
SNX7	1p21.3	0.6090221919572669	1.7055271361211185e-53	1.5214660438645076e-51
ZNF230	19q13.31	0.60884000849302	1.8672056612291584e-53	1.658358296741897e-51
RIT1	1q22	0.6083106417971392	2.4284999738037027e-53	2.1474117531515986e-51
STK38L	12p11.23	0.6070137266850659	4.614045162177688e-53	4.062173122911108e-51
CSPP1	8q13.1-q13.2	0.6069056837639539	4.866821212199643e-53	4.2660861938763917e-51
STRIP1	1p13.3	0.6063754909709413	6.321000283685864e-53	5.516782974865398e-51
EYA3	1p35.3	0.6062773894299727	6.633928156489807e-53	5.764940757025474e-51
ZNF805	19q13.43	0.6058437075358665	8.2120654322588765e-53	7.105727518445117e-51
CEBPG	19q13.11	0.6057535015313786	8.584446674969915e-53	7.396197838208054e-51
ZNF761	19q13.42	0.6056881803802184	8.864519412280225e-53	7.605003228552409e-51
PSMA5	1p13.3	0.6048426072986545	1.3423096942161187e-52	1.1467078705547106e-50
DNAJC8	1p35.3	0.6038625211582648	2.167911168189715e-52	1.8441880616823984e-50
GALNT16	14q24.1	-0.6037787927642491	2.258361685231439e-52	1.9130600813424808e-50
ATP5PB	1p13.2	0.6037488361145694	2.2916252549573603e-52	1.9331153458240728e-50
KCNJ11	11p15.1	-0.6032709790222139	2.8929909270665558e-52	2.430232920024535e-50
PRMT6	1p13.3	0.6029675772950593	3.353625762351849e-52	2.805495808911852e-50
PRCD	17q25.1	-0.602839810921399	3.568747125828325e-52	2.973120281149788e-50
USP33	1p31.1	0.6024326567430915	4.349900792071429e-52	3.6089855913149007e-50
TRNAU1AP	1p35.3	0.6020721474095153	5.1819295369784366e-52	4.281675467009109e-50
ZNF17	19q13.43	0.6013720543207722	7.274908617824241e-52	5.986507454855287e-50
SILC1	2p25.2	-0.6005789542297069	1.0673279668568434e-51	8.747316723496268e-50
ZIK1	19q13.43	0.60037955251879	1.1751106443707639e-51	9.591662227189866e-50
BCAS2	1p13.2	0.6001129029895653	1.3363009144265367e-51	1.0863372070868309e-49
AK2	1p35.1	0.5991660872875354	2.1071988280248304e-51	1.706154039028458e-49
F2RL1	5q13.3	0.5979700746766696	3.737889349607518e-51	3.0143834870974866e-49
DNAJC16	1p36.21	0.5979186446763352	3.830953481702158e-51	3.0771256232907256e-49
ZNF816	19q13.41	0.5969233282951956	6.160612346386865e-51	4.928734345853396e-49
NPHP4	1p36.31	0.5967306867089319	6.752628953295573e-51	5.381017878553045e-49
ZSCAN20	1p35.1	0.5961849588059613	8.754142092794241e-51	6.948514123339555e-49
SHISA9	16p13.12	-0.5958055520938735	1.0482557029693207e-50	8.28779734414293e-49
CAP1	1p34.2	0.5955599340768136	1.1777987650605918e-50	9.275625352494763e-49
WRAP73	1p36.32	0.5950641029223878	1.4896794770957818e-50	1.1686158730633485e-48
RBMXL1	1p22.2	0.5948649352724269	1.63690504103403e-50	1.2791334314839952e-48
KHDRBS1	1p35.2	0.5946262851618106	1.8324431655172268e-50	1.426404890347213e-48
TMEM67	8q22.1	0.5943756743698029	2.0627642356367707e-50	1.5995149905643437e-48
CCDC30	1p34.2	0.594342669034538	2.0951643750660122e-50	1.6184141366170833e-48
GRIN3A	9q31.1	-0.5938622580434437	2.62814296935604e-50	2.0223660459995088e-48
U2AF2	19q13.42	0.5936141477751429	2.9540595318823676e-50	2.264516890581004e-48
ZNF235	19q13.31	0.5935274459472449	3.0771626682130335e-50	2.349949869463749e-48
HS3ST1	4p15.33	0.5933133620862675	3.403370818645565e-50	2.5892588330080467e-48
ABCC8	11p15.1	-0.5927132128641546	4.512377584969573e-50	3.420076860547803e-48
ZFR2	19p13.3	-0.5925433259644245	4.886909611961962e-50	3.6900743328376445e-48
CYB561D1	1p13.3	0.5922022266494927	5.734561020019626e-50	4.3139733106199886e-48
MRTO4	1p36.13	0.5921507082814601	5.874688567778358e-50	4.4029589670996086e-48
ZNF345	19q13.12	0.5918340818593344	6.8136699716624755e-50	5.08779260365508e-48
STK40	1p34.3	0.5914834879764365	8.027913472247068e-50	5.972352897194581e-48
CLVS1	8q12.2-q12.3	-0.5911669106977475	9.307629394770835e-50	6.89893809661672e-48
ZNF792	19q13.11	0.5907298129291131	1.141336233759072e-49	8.428747182716722e-48
MEAF6	1p34.3	0.5906854834781241	1.1651694422370648e-49	8.573350775526082e-48
ZNF436	1p36.12	0.5906587522494269	1.1797792296432987e-49	8.649283290486743e-48
CEP70	3q22.3	0.5900699140926798	1.5519632500326325e-49	1.1336641697068082e-47
PPIH	1p34.2	0.5898316696861176	1.7337726306634523e-49	1.2618985562023778e-47
APBB1	11p15.4	-0.5895736983084297	1.9545260045259062e-49	1.4174531934261437e-47
PHTF1	1p13.2	0.5886547184110212	2.9928070426388026e-49	2.1626517127828279e-47
DPH5	1p21.2	0.5876717473159252	4.713531940984951e-49	3.3939113379356287e-47
ZNF225	19q13.31	0.5872913685591572	5.616968505252669e-49	4.030024983430572e-47
H6PD	1p36.22	0.5867874959441987	7.083163280634323e-49	5.063959393647822e-47
ANKRD55	5q11.2	-0.5866493460083244	7.547670584572397e-49	5.376981860620639e-47
MOV10	1p13.2	0.5861904837753698	9.318441121253852e-49	6.615108853718272e-47
ZNF234	19q13.31	0.5861110412147158	9.664403411366241e-49	6.836632883387888e-47
MAGOH	1p32.3	0.5852383660114502	1.4414507019654075e-48	1.016121944137223e-46
CTPS1	1p34.2	0.5849381626017411	1.6535063783036094e-48	1.1615450206612916e-46
ATCAY	19p13.3	-0.5849286814132177	1.6606854298107333e-48	1.1625374635560485e-46
FAF1	1p32.3	0.5842870435568139	2.2257376598026608e-48	1.5527023169301539e-46
ZSCAN22	19q13.43	0.5840852117341966	2.4401862382287577e-48	1.696434301687241e-46
ZNF585B	19q13.12	0.584018109369521	2.51592967338134e-48	1.7430810359120684e-46
ST3GAL5	2p11.2	-0.5836144770060511	3.0233468670252936e-48	2.0874553488389364e-46
DFFB	1p36.32	0.5834940318334466	3.193565300450811e-48	2.197456314757297e-46
TGIF1	18p11.31	0.5833199916519031	3.456456292462057e-48	2.3702590242288277e-46
TRIT1	1p34.2	0.5828270324476681	4.32342730058507e-48	2.9547328070201896e-46
TM2D1	1p31.3	0.5820131474792664	6.250861588242516e-48	4.2575547459647764e-46
ZNF362	1p35.1	0.5813188737854741	8.553920713395891e-48	5.8065857071641265e-46
OMA1	1p32.2-p32.1	0.581257489576643	8.79414975444262e-48	5.949625946285828e-46
CDC42	1p36.12	0.5806557497359621	1.153383373024407e-47	7.777044208543502e-46
KTI12	1p32.3	0.5798036328314988	1.6917729922950357e-47	1.1369278432553405e-45
ZNF473	19q13.33	0.5793402012269548	2.0826572749519462e-47	1.3949652265882454e-45
ZNF613	19q13.41	0.5790491935917154	2.372640152486158e-47	1.58393371239316e-45
STX12	1p35.3	0.578658904860442	2.8253445314467946e-47	1.8751389393305578e-45
GPX7	1p32.3	0.5786572386578286	2.8274502135632634e-47	1.8751389393305578e-45
ZDHHC18	1p36.11	0.5783284794059177	3.274905644743513e-47	2.164766318153245e-45
ZNF518B	4p16.1	0.5782045181564582	3.4612881500136455e-47	2.2804911892949383e-45
PTCH2	1p34.1	0.5781889212577315	3.485472245179825e-47	2.2889448187319368e-45
NDNF	4q27	0.578135547168037	3.5695082036812146e-47	2.3365212628057456e-45
ZFP14	19q13.12	0.578123643072512	3.588523344025121e-47	2.3410767032373097e-45
FLJ23867	1q25.2	-0.578116680664478	3.599691374453479e-47	2.3410767032373097e-45
CHGB	20p12.3	-0.5779129931201986	3.942128379416414e-47	2.5555385934859912e-45
CCDC97	19q13.2	0.5778287345199954	4.093060809242006e-47	2.6448781722797464e-45
WASF2	1p36.11	0.5775647045973824	4.604148145494798e-47	2.9656303757610425e-45
HOXA13	7p15.2	0.5774304613601012	4.887798380960325e-47	3.138309017787933e-45
AJUBA	14q11.2	0.5771809109247191	5.461940438942205e-47	3.495815275857581e-45
EPB41	1p35.3	0.5771648407543333	5.501126333279717e-47	3.5097534178877334e-45
ZNF749	19q13.43	0.5765938086761527	7.090226274925727e-47	4.5093391775639615e-45
