Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
TMTC1	12p11.22	0.5704301363889112	1.0631077729512121e-45	8.573326324187755e-43
ARRB1	11q13.4	0.5695032476232954	1.5895389514009467e-45	1.2325651845844034e-42
NVL	1q42.11	-0.5689233030016358	2.043120087811474e-45	1.525605336680264e-42
PDE1B	12q13.2	0.5686535922241734	2.2957400616281757e-45	1.6530148350887732e-42
SMARCD1	12q13.12	-0.5682299574885109	2.756456989639177e-45	1.91630790924536e-42
TMEM38A	19p13.11	0.5672380300984792	4.225532108186381e-45	2.839698427771521e-42
KCNAB2	1p36.31	0.5669216737460242	4.8408391578073235e-45	3.1196300779810896e-42
MTCH1	6p21.2	0.5668690191223059	4.9515481620651195e-45	3.1196300779810896e-42
UGP2	2p15	0.5647669283182671	1.217177706331277e-44	7.43621810222572e-42
SYNDIG1L	14q24.3	0.5641827294656723	1.5610410266939048e-44	9.256514158581122e-42
PHYHIP	8p21.3	0.5638043265265908	1.8335532318567844e-44	1.0561790487847037e-41
KIF17	1p36.12	0.5629894879997773	2.590976074297415e-44	1.4510185731641715e-41
ATP6V1E1	22q11.21	0.5617913104067765	4.3005641211758577e-44	2.3433425201899043e-41
PANX2	22q13.33	0.5610528215694948	5.871015696779408e-44	3.114882827967622e-41
SNCG	10q23.2	0.5607833000960342	6.576084788835813e-44	3.3994986007107393e-41
HK1	10q22.1	0.5597281261664544	1.0241502699432429e-43	5.16197339808143e-41
ACOT4	14q24.3	0.5586817077031159	1.5866606756574266e-43	7.802113629738873e-41
NUP107	12q15	-0.5583774011988408	1.8015484316302866e-43	8.647861411928145e-41
LIMA1	12q13.12	-0.5580696165129165	2.0482380758983327e-43	9.603378569345647e-41
HPCAL4	1p34.2	0.5570096459967999	3.1833058986720397e-43	1.4586052323437953e-40
PI4K2A	10q24.2	0.5567987246066862	3.474578811450096e-43	1.5329800166998953e-40
YPEL5	2p23.1	0.5567827423537203	3.4976975729475313e-43	1.5329800166998953e-40
SRSF1	17q22	-0.5564439282985383	4.025332040390804e-43	1.7266961546025319e-40
LHX6	9q33.2	0.5563468882751752	4.190496164444059e-43	1.7600956910699306e-40
ASS1	9q34.11	0.5559565681609867	4.9255097639208926e-43	2.02659596633488e-40
RIMS3	1p34.2	0.5556183849875663	5.664830497010348e-43	2.2841729530045126e-40
CCDC28A	6q24.1	0.5548859935213221	7.664469550909859e-43	3.0298700120763463e-40
TRABD2A	2p11.2	0.55278743747157	1.815065532786481e-42	7.037218501251585e-40
MRAS	3q22.3	0.5525755439435	1.9794727140658115e-42	7.529839507222796e-40
ADRA2C	4p16.3	0.5524611199793014	2.0743090723818187e-42	7.74447133486849e-40
SYNPO	5q33.1	0.5521909555221081	2.3164814850860274e-42	8.491378767421708e-40
CPNE6	14q11.2	0.5500073577154685	5.634116430920545e-42	2.0283825243533767e-39
EPHB6	7q34	0.5495468173159149	6.790059490312042e-42	2.4016559541084403e-39
AMMECR1L	2q14.3	-0.54918910488163	7.847629386668654e-42	2.7278630355970124e-39
POGLUT1	3q13.33	-0.5490579793501927	8.274917985491902e-42	2.8276376526356312e-39
AAAS	12q13.13	-0.5486080872790065	9.923982070620242e-42	3.3346233754295786e-39
CALM1	14q32.11	0.5483435828083104	1.1041569891117152e-41	3.6493293536854576e-39
ANK2	4q25-q26	0.5482562071126721	1.1437502141675941e-41	3.719217430295623e-39
CALHM1	10q24.33	0.5477192695371379	1.4198928092669136e-41	4.543882369465119e-39
NBL1	1p36.13	0.547227518761014	1.7303211539448916e-41	5.4507819976067125e-39
ITPR1	3p26.1	0.5449404744152324	4.321514638619578e-41	1.3404008712186048e-38
RGS14	5q35.3	0.5444858226181981	5.179585184576946e-41	1.5822063167614517e-38
SMIM10L2B	Xq26.3	0.5441792750800228	5.85143997885475e-41	1.7607594240849346e-38
PRPH2	6p21.1	0.5438672646362083	6.623971502352262e-41	1.963910139101823e-38
NGEF	2q37.1	0.5435759888179527	7.436083441757603e-41	2.143576739479347e-38
FAM76B	11q21	-0.543573779625546	7.44260561299312e-41	2.143576739479347e-38
TCEAL6	Xq22.1	0.5428020645344867	1.010546926299807e-40	2.869526279032452e-38
PPP3CA	4q24	0.5419059396988998	1.440027364452423e-40	4.032276624267403e-38
ILF3	19p13.2	-0.5418491956661831	1.4726343944827637e-40	4.067093428379041e-38
MEF2C	5q14.3	0.5415967089040709	1.6268256795274815e-40	4.43222061148021e-38
PINK1	1p36.12	0.5413840281132989	1.7690523779896494e-40	4.755448665686576e-38
DKK3	11p15.3	0.5408651449498667	2.169886796878799e-40	5.756195751562299e-38
NCDN	1p34.3	0.5393485665986457	3.933631136427075e-40	1.02994723820138e-37
CASP2	7q34	-0.5373894547735241	8.445013860416063e-40	2.1828195441006186e-37
CHN1	2q31.1	0.5369154504510173	1.0152056795692345e-39	2.5908305956702957e-37
ZNF831	20q13.32	0.5367023042170946	1.1027208972570803e-39	2.7789945011999993e-37
HPCAL1	2p25.1	0.5363579386555872	1.2601763763789951e-39	3.1365945585403603e-37
DRD1	5q35.2	0.5362607013590361	1.3085394651791776e-39	3.2172517265216343e-37
TESPA1	12q13.2	0.5362157010387397	1.3315398269554884e-39	3.234358367620434e-37
KIAA0513	16q24.1	0.5360884171821263	1.3987892240247658e-39	3.3572606601861076e-37
ATP6V1H	8q11.23	0.5360553676637415	1.4167944720634546e-39	3.3604698060319182e-37
RAB37	17q25.1	0.5357572150567066	1.589970627509693e-39	3.7273718396770834e-37
CA11	19q13.33	0.5355322309021383	1.7343942029569263e-39	4.019209370783286e-37
DCAF6	1q24.2	0.5352925895356428	1.9025460864221798e-39	4.358776323676997e-37
SCN2B	11q23.3	0.5350098894498033	2.121788220881335e-39	4.806446328223438e-37
PRNP	20p13	0.5346900867571949	2.4001121821220234e-39	5.376517967084679e-37
ZER1	9q34.11	0.5345761807967722	2.5077465148763266e-39	5.555898624881498e-37
CDC42SE1	1q21.3	-0.5343979225814119	2.685869058954907e-39	5.885848488868465e-37
FABP3	1p35.2	0.5342788234990029	2.811809689408175e-39	6.095580123457873e-37
PPP3R1	2p14	0.533717511892635	3.488773584054744e-39	7.439509351158181e-37
GDA	9q21.13	0.5337050196541915	3.505547286146656e-39	7.439509351158181e-37
ZNF43	19p12	-0.533047419652224	4.511137479935883e-39	9.473858618019514e-37
DMTN	8p21.3	0.5329803485707962	4.628539184968417e-39	9.620203969912192e-37
ALDOA	16p11.2	0.5327794563835712	4.998609712780971e-39	1.0283364328507873e-36
SMIM24	19p13.3	0.5316534707220354	7.685446681140569e-39	1.552263021779623e-36
ZGRF1	4q25	-0.5316487357565081	7.699335458457531e-39	1.552263021779623e-36
FNBP4	11p11.2	-0.5311057162632573	9.468848666362286e-39	1.880503039767571e-36
DUSP3	17q21.31	0.5310932239671141	9.513977980075008e-39	1.880503039767571e-36
KCNJ12	17p11.2	0.5307940433987011	1.0660823097084673e-38	2.0867267423332437e-36
ZNF3	7q22.1	-0.5306203125079392	1.1388610634922395e-38	2.207642478871502e-36
CCK	3p22.1	0.530580382030791	1.1562726069543828e-38	2.207642478871502e-36
ZNF300	5q33.1	-0.5305703081131995	1.1607068238697447e-38	2.207642478871502e-36
ABHD8	19p13.11	0.5300985129726765	1.38838873550629e-38	2.6160098407983472e-36
C1ORF115	1q41	0.53003637877134	1.421498847083837e-38	2.6535961348201148e-36
IPCEF1	6q25.2	0.5299721354561909	1.4565558721209303e-38	2.6940938475073464e-36
ZNF738	19p12	-0.5299039273013094	1.4947146751327723e-38	2.7395402332138018e-36
PNMA8B	19q13.32	0.5297202875219733	1.602447152028278e-38	2.8736070517771698e-36
PTER	10p13	0.5297088880891612	1.6093827688323495e-38	2.8736070517771698e-36
CYB561	17q23.3	0.5297068556321483	1.6106224733436843e-38	2.8736070517771698e-36
NAT8L	4p16.3	0.5291492554690203	1.9890795735231225e-38	3.5177046738420765e-36
STAT4	2q32.2-q32.3	0.5289937425722828	2.1095266479978553e-38	3.698275369589979e-36
GHITM	10q23.1	0.5288223508595712	2.250658511006461e-38	3.911683296586315e-36
ZNF682	19p12	-0.528354122938465	2.68572651999763e-38	4.627942937578822e-36
CDS1	4q21.23	0.5281424823060257	2.908805961068493e-38	4.969867540771346e-36
MAP2K1	15q22.31	0.527651237069404	3.499891794365264e-38	5.9295225601847136e-36
GRIN2A	16p13.2	0.5273584841051915	3.907238363233626e-38	6.564486053429428e-36
KIF1A	2q37.3	0.5269961881930636	4.476917632630834e-38	7.45943275962564e-36
EZH2	7q36.1	-0.5263229030732295	5.762851884458206e-38	9.523348921521468e-36
DRD5	4p16.1	0.525655835158288	7.396751420066003e-38	1.212405734796347e-35
C4ORF46	4q32.1	-0.5256037667614186	7.542102077199194e-38	1.2262606449872013e-35
ARHGAP26	5q31.3	0.525567801109059	7.644150812277945e-38	1.2329097962106854e-35
MBTD1	17q21.33	-0.5249745003966606	9.539263297652884e-38	1.514906726540506e-35
ZNF700	19p13.2	-0.5249734957658289	9.542837868689265e-38	1.514906726540506e-35
GOT1	10q24.2	0.5248825979925955	9.871815325223347e-38	1.5548880372799053e-35
ZNF333	19p13.12	-0.5246502793192416	1.0764582305551592e-37	1.6721711344604628e-35
HCG11	6p22.2	0.5246458609344309	1.0782314740333326e-37	1.6721711344604628e-35
LINC01018	5p15.31	0.5243742551188494	1.1929801000050032e-37	1.8360054806260207e-35
FKBP1B	2p23.3	0.5243519499768147	1.2029245422054776e-37	1.8372849769245936e-35
LINC01140	1p22.3	0.5243262349772158	1.2144912099699935e-37	1.8410043070830858e-35
PLCXD3	5p13.1	0.5240514114419816	1.3452048727871384e-37	2.0239310030045894e-35
PACSIN1	6p21.31	0.5239295523888989	1.4075380441549166e-37	2.0890562729097376e-35
KANSL2	12q13.11	-0.5239263501170693	1.4092140921369193e-37	2.0890562729097376e-35
MYEF2	15q21.1	-0.5238843964961325	1.431355906370577e-37	2.106391710097606e-35
NKIRAS2	17q21.2	-0.5234942531173367	1.6544949022147956e-37	2.417121139387862e-35
SUPT20H	13q13.3	-0.5234270168640257	1.6962906605598503e-37	2.4603536696077077e-35
SERPINI1	3q26.1	0.5231562466793073	1.875466119133687e-37	2.7008051734181616e-35
CBX3	7p15.2	-0.523136331320899	1.889361864818572e-37	2.701519472099803e-35
NEFL	8p21.2	0.5230306761829834	1.9648060307794626e-37	2.789609463841179e-35
PPP4R4	14q32.12-q32.13	0.5222627609028616	2.6105471089089457e-37	3.68050631207785e-35
CAMKK1	17p13.2	0.5220755981222746	2.797452920210597e-37	3.9166283558587393e-35
LY86-AS1	6p25.1	0.5215677043571033	3.374138699975897e-37	4.691448988290625e-35
MGST3	1q24.1	0.521261554904727	3.777140812883179e-37	5.193504753409015e-35
MICAL2	11p15.3	0.5212546622244231	3.786742714900676e-37	5.193504753409015e-35
SH2D5	1p36.12	0.5202968120756404	5.385770752626466e-37	7.336657036736634e-35
PTK2B	8p21.2	0.5196197714767186	6.903788039430004e-37	9.3414275612717e-35
FBXO2	1p36.22	0.5195987399650198	6.957183908874196e-37	9.35091898578751e-35
NAA40	11q13.1	-0.5190859422238749	8.393544715756628e-37	1.120677185525625e-34
TLCD4	1p21.3	0.5190542182209333	8.491483101428393e-37	1.1262946763677489e-34
ZNF85	19p12	-0.5189571021227912	8.798394256573744e-37	1.159375337299237e-34
NCEH1	3q26.31	0.5187373316623002	9.534100205277914e-37	1.2481623002507015e-34
PHF24	9p13.3	0.5186197142586358	9.952552071320362e-37	1.294538079418644e-34
ARL8B	3p26.1	0.5184331815051096	1.0653801816136426e-36	1.3768672975328621e-34
PI4KA	22q11.21	0.5183376445723124	1.1031702529101107e-36	1.416625189103232e-34
MAP7D2	Xp22.12	0.5180719229097894	1.2154054702925785e-36	1.550872764972701e-34
NUAK1	12q23.3	0.517982406433522	1.2557069867867775e-36	1.5896222804905948e-34
B4GAT1	11q13.2	0.5179696814852668	1.2615424080080112e-36	1.5896222804905948e-34
PAXBP1	21q22.11	-0.5174544094486278	1.5218259699242638e-36	1.9056853030834215e-34
VIPR1	3p22.1	0.5173480147423821	1.581861172637826e-36	1.968635993922914e-34
GPR143	Xp22.2	0.5171794975456978	1.6817865611655413e-36	2.080153304273526e-34
VSNL1	2p24.2	0.5167545372945924	1.962411422414221e-36	2.412449798005677e-34
NEFH	22q12.2	0.5164752070068512	2.1716555934856895e-36	2.653499904258484e-34
RGS4	1q23.3	0.516423246801476	2.2129488247397638e-36	2.6876663406974927e-34
SV2B	15q26.1	0.5158870772085877	2.687210027184924e-36	3.2441222370104946e-34
ATP6V1D	14q23.3	0.5157714466741831	2.8020033579509162e-36	3.362570815455263e-34
UNK	17q25.1	-0.515601792088082	2.9792774941353846e-36	3.5541546484771294e-34
HS6ST3	13q32.1	0.5154772706134774	3.116420745816973e-36	3.695891685671529e-34
FAM241B	10q22.1	0.5152201206174875	3.4197417556071225e-36	4.031895528350596e-34
BSCL2	11q12.3	0.5149301862062007	3.7969244078190055e-36	4.450569359653428e-34
EIF4E3	3p13	0.5148185778058786	3.9528617407045714e-36	4.606569107187565e-34
NRGN	11q24.2	0.5146384074426454	4.21808726196554e-36	4.878722570526674e-34
NEFM	8p21.2	0.5146274384789621	4.234792172224433e-36	4.878722570526674e-34
C1ORF216	1p34.3	0.5143753368051978	4.63731384603409e-36	5.3120957073803e-34
ATP1B1	1q24.2	0.5143567682254505	4.668417957664996e-36	5.317512680479322e-34
RTP1	3q27.3	0.5140131768647535	5.282734982948997e-36	5.959874606191987e-34
CACNA1F	Xp11.23	0.5140085711979338	5.29149126783575e-36	5.959874606191987e-34
KCNS2	8q22.2	0.513943797380897	5.416173205818868e-36	6.066414889028566e-34
CDKN2D	19p13.2	0.5137100934245373	5.890707727213876e-36	6.561467319798838e-34
KCTD5	16p13.3	-0.5135702187071817	6.194191992283258e-36	6.861599162440811e-34
RCAN2	6p12.3	0.5135292931180786	6.285881442402775e-36	6.925117801108325e-34
HPRT1	Xq26.2-q26.3	0.5130996165305837	7.333535407330552e-36	8.035402573216915e-34
NSUN2	5p15.31	-0.5128734394071206	7.952714731042165e-36	8.666739550948167e-34
PELI3	11q13.2	0.5125882655210677	8.807690290307684e-36	9.546873330263076e-34
RHOF	12q24.31	0.5125240222059185	9.012526604368137e-36	9.716660367415296e-34
ENTR1	9q34.3	-0.5124003074312146	9.420370732571144e-36	1.0102345443583341e-33
PAK1	11q13.5-q14.1	0.5121658679331529	1.0244033970914021e-35	1.092751158135437e-33
CALY	10q26.3	0.5121049168495291	1.0469613980462331e-35	1.1109362497900055e-33
WFS1	4p16.1	0.5117321592801212	1.1960281900482994e-35	1.2624672429090977e-33
TTC39A	1p32.3	0.5116138133561071	1.247615293456946e-35	1.3100610380929941e-33
NPM2	8p21.3	0.5115765992526436	1.2642880240649864e-35	1.3206896815116164e-33
SULT1A1	16p11.2	0.5115060263455029	1.296514759836125e-35	1.3473728903637171e-33
FADS6	17q25.1	0.5113855768769525	1.3534077871584892e-35	1.3992848408667845e-33
CADM3	1q23.2	0.5113634008838095	1.3641487829382632e-35	1.403194061878486e-33
DOT1L	19p13.3	-0.5112509971742216	1.4199043766093714e-35	1.4531315805493166e-33
FAAP100	17q25.3	-0.5112350580992213	1.427991276404655e-35	1.4540268749290024e-33
RS1	Xp22.13	0.5109860766459221	1.5604028517921075e-35	1.5808684369337025e-33
NRIP3	11p15.4	0.5109258040521449	1.5942433702014946e-35	1.607077029331617e-33
MATK	19p13.3	0.5106804953274473	1.7396389086882376e-35	1.7449184098539083e-33
SLC66A2	18q23	0.5106498872019477	1.758678456150481e-35	1.7552829878440518e-33
SLC6A7	5q32	0.5104998640909832	1.855026525019756e-35	1.8386151958009188e-33
ZNF100	19p12	-0.5104917090222248	1.8604111896403325e-35	1.8386151958009188e-33
ATP6V0A2	12q24.31	-0.5104711193485518	1.8740752286159017e-35	1.8430844236158632e-33
HRH2	5q35.2	0.5103932232226157	1.926675426653535e-35	1.8856166639204814e-33
HTR1E	6q14.3	0.5103120722858815	1.9830291894486843e-35	1.9313937917137647e-33
AK5	1p31.1	0.509869368243875	2.3204566438937166e-35	2.249169538343328e-33
SULT4A1	22q13.31	0.5092958618954297	2.8433665522175103e-35	2.7428283760410154e-33
KNCN	1p33	0.5092135307537057	2.9274494223453106e-35	2.8104908478049432e-33
SNPH	20p13	0.5089160575370909	3.252298828764074e-35	3.10756382401481e-33
HCN1	5p12	0.5084381754756099	3.850469595125964e-35	3.661760259779933e-33
RYK	3q22.2	-0.5079335083440868	4.600668064596638e-35	4.354651119733936e-33
ISCU	12q23.3	0.5075273262194535	5.308209119169446e-35	5.0008786939988406e-33
PIM2	Xp11.23	0.5075025278684101	5.354739199314475e-35	5.021251023133913e-33
CLEC2L	7q34	0.5072751280233657	5.800704172201818e-35	5.41425911184078e-33
NPTN	15q24.1	0.5071390939412284	6.084874988694153e-35	5.65332555977248e-33
NAA16	13q14.11	-0.5070401109155999	6.300273896886228e-35	5.792865403113831e-33
ATP6V1B2	8p21.3	0.5070335387234337	6.314840247162098e-35	5.792865403113831e-33
CAMK2A	5q32	0.5070306443706136	6.321265754104672e-35	5.792865403113831e-33
CDKL2	4q21.1	0.5068525834627363	6.72927330369325e-35	6.138863306595457e-33
MAL2	8q24.12	0.5067308805401162	7.023043816236809e-35	6.377999386448212e-33
RAB6B	3q22.1	0.5067004142898517	7.098550723581034e-35	6.417662831305705e-33
SDR16C5	8q12.1	0.5066809180936924	7.147291057218287e-35	6.432881026990084e-33
LINC00552	13q34	0.5057951144518137	9.749028308252788e-35	8.735562654341532e-33
GALNT17	7q11.22	0.5056364672274036	1.030542388052354e-34	9.193258887399783e-33
DVL2	17p13.1	-0.5055980826330321	1.0444701557443057e-34	9.276459387647994e-33
AGBL4	1p33	0.5054559873743772	1.0976710738885085e-34	9.706204614327289e-33
SLC41A3	3q21.2-q21.3	0.5053618757758273	1.134375495556128e-34	9.986962605199605e-33
MPPED1	22q13.2	0.5052985938091463	1.1597370051125144e-34	1.0087826861102594e-32
SPDL1	5q35.1	-0.5052985491570718	1.1597550971374221e-34	1.0087826861102594e-32
SIRPA	20p13	0.505295865105295	1.160843128701851e-34	1.0087826861102594e-32
ZNF26	12q24.33	-0.5050604977412232	1.2602921792010444e-34	1.0905043186640454e-32
DCTN1-AS1	2p13.1	0.5050137857197725	1.2810104080773561e-34	1.1036944802242555e-32
KCNH3	12q13.12	0.5049325301593427	1.3178566655244274e-34	1.1306088610058715e-32
DDX12P	12p13.31	-0.5048845576541674	1.3401011777821142e-34	1.1445027292322174e-32
NCS1	9q34.11	0.504873235435181	1.3454052221022546e-34	1.1445027292322174e-32
HIPK4	19q13.2	0.5048553139757692	1.353843305273254e-34	1.1468418015804233e-32
SMC6	2p24.2	-0.5047537623098964	1.4026571379177209e-34	1.1826648547737494e-32
GNA14	9q21.2	0.5047431363039965	1.407864516371707e-34	1.1826648547737494e-32
NUP42	7p15.3	-0.5046596507134254	1.449449245196047e-34	1.2125454868214732e-32
KIAA1211L	2q11.2	0.5043967679602765	1.5885040614260876e-34	1.3233814207607996e-32
HENMT1	1p13.3	0.5043371197640123	1.621850507421372e-34	1.3456019786058552e-32
IL12RB2	1p31.3	0.5043158552721476	1.6339053522799555e-34	1.350047778988368e-32
SLC39A12	10p12.33	0.5042396505675834	1.6778392711011155e-34	1.380685353493852e-32
ZNF140	12q24.33	-0.5042163653044646	1.6914957375157674e-34	1.380685353493852e-32
FBXO40	3q13.33	0.5042163078011173	1.6915295982986037e-34	1.380685353493852e-32
EMX1	2p13.2	0.5041134275562111	1.7531983617163965e-34	1.425251297200172e-32
HS3ST4	16p12.1	0.5040952246885991	1.7643391236053002e-34	1.428547834176966e-32
LZTS3	20p13	0.5040521228019361	1.7909992913331892e-34	1.444333468502737e-32
CLEC4G	19p13.2	0.5040401239942793	1.798491753730984e-34	1.4445973006761104e-32
CDK4	12q14.1	-0.5039585636784726	1.8502500504531371e-34	1.4802734629835596e-32
TOLLIP	11p15.5	0.5038372125647383	1.930002036120313e-34	1.5379751403249656e-32
NPY5R	4q32.2	0.5036842081089534	2.0354252383337747e-34	1.6155987492144577e-32
NAPB	20p11.21	0.5029059165244708	2.6666409865723795e-34	2.1083195658935584e-32
RALB	2q14.2	0.5024869210836033	3.083142131348492e-34	2.4207656548360784e-32
SELENBP1	1q21.3	0.5024843915033569	3.085842831669422e-34	2.4207656548360784e-32
HOOK1	1p32.1	0.5024481718479558	3.1247706056211113e-34	2.4418023325553188e-32
IDS	Xq28	0.5023218833100149	3.2643448885537234e-34	2.541021517302379e-32
FRMPD4	Xp22.2	0.5020441880052965	3.593342425572469e-34	2.7863606400756366e-32
CCDC69	5q33.1	0.5019153919074186	3.756880855029543e-34	2.902010533266307e-32
REEP5	5q22.2	0.501516323391305	4.311859783479819e-34	3.31799256086781e-32
SLC17A7	19q13.33	0.5014790874859875	4.3676098777982545e-34	3.348113412406487e-32
BCL2L2	14q11.2	0.5009221058844299	5.291963373144548e-34	4.0413361199230014e-32
PNN	14q21.1	-0.5008998704220192	5.332636847129133e-34	4.0570298669800166e-32
ZNF92	7q11.21	-0.5004378840266772	6.2513535901559805e-34	4.73810299741108e-32
HNRNPA2B1	7p15.2	-0.500298263066655	6.558675204462465e-34	4.952413887534372e-32
CCDC85A	2p16.1	0.5002623857819912	6.640032274997741e-34	4.995137712545875e-32
TMEM130	7q22.1	0.5001449451137197	6.91340097933852e-34	5.181452681949587e-32
RBFOX1	16p13.3	0.500045354720083	7.153931991188674e-34	5.327887997240549e-32
PRKCB	16p12.2-p12.1	0.5000382853043852	7.171317731726389e-34	5.327887997240549e-32
WSB2	12q24.23	0.5000314920384353	7.188063762955356e-34	5.327887997240549e-32
ME1	6q14.2	0.49997183279683083	7.336802735227003e-34	5.418215382597495e-32
DNA2	10q21.3	-0.49994070527321915	7.415614050568409e-34	5.456430469836121e-32
TEX2	17q23.3	0.49980964493218266	7.756743974473907e-34	5.686680555249761e-32
ZNF195	11p15.4	-0.49978723267943337	7.81661604185822e-34	5.709811449996506e-32
PCMTD2	20q13.33	-0.49972572876286775	7.983279059502182e-34	5.810501412224675e-32
CEP44	4q34.1	-0.4996446182558516	8.208463717698452e-34	5.952907806205701e-32
SH3RF2	5q32	0.4996213928830563	8.274094301662541e-34	5.978996961140448e-32
ZNF385B	2q31.2-q31.3	0.49952875716800066	8.54107593867363e-34	6.149879714271396e-32
OR2W3	1q44	0.4993718828121431	9.012790625050885e-34	6.466436718564088e-32
CHFR	12q24.33	-0.49910158772448937	9.886836787238342e-34	7.068387108777028e-32
SMIM10L2A	Xq26.3	0.4990766680341568	9.971525315797047e-34	7.103742823031246e-32
LOC283731	15q24.1	0.49878459594650004	1.1019311237101047e-33	7.822546966591345e-32
VSTM2L	20q11.23	0.4987377779191664	1.1197118261302285e-33	7.920880746179487e-32
CNTNAP1	17q21.2	0.49862166276633724	1.165046036175297e-33	8.211905610370905e-32
GABRA5	15q12	0.4986117534651319	1.1689980210190219e-33	8.211905610370905e-32
AIFM3	22q11.21	0.49859419142771877	1.17603467839206e-33	8.232651094118862e-32
ZNF431	19p12	-0.49842011807338626	1.2480899547841886e-33	8.706830995987553e-32
ASB2	14q32.12	0.498372565240712	1.2685228935763569e-33	8.818858640480321e-32
ZNF286A	17p12	-0.4982977951597035	1.3013226909617239e-33	9.015796141745468e-32
MCM7	7q22.1	-0.4982188828069818	1.3368507722120296e-33	9.23022206115299e-32
HNRNPH1	5q35.3	-0.49811346014539565	1.3858173038922082e-33	9.535652786269901e-32
KCNN1	19p13.11	0.4979331900451134	1.4736976892058024e-33	1.010585684084292e-31
PITPNM3	17p13.2-p13.1	0.49788538312146075	1.4979148086275056e-33	1.023710523957259e-31
SNCA	4q22.1	0.497864881815938	1.508420322234131e-33	1.0259783117769344e-31
BSPRY	9q32	0.4978590715453187	1.5114109349623014e-33	1.0259783117769344e-31
AAK1	2p13.3	0.4976961988789281	1.5976749751344895e-33	1.080896817908941e-31
UBE2G2	21q22.3	-0.4975604551024722	1.6732822663688635e-33	1.1282623335204902e-31
MYRIP	3p22.1	0.4974499954822006	1.737412819609775e-33	1.1675993285384225e-31
GCHFR	15q15.1	0.49736339513990907	1.7893881878870422e-33	1.1985333972089919e-31
GLT1D1	12q24.33	0.49711225414726173	1.9489843595592233e-33	1.3011083997706455e-31
ANKRD34C	15q25.1	0.4969077540822558	2.0892896597067472e-33	1.3901705884273178e-31
PABPC1L2B	Xq13.2	0.49674933899304846	2.204811344841624e-33	1.462210576426052e-31
CA7	16q22.1	0.496721717711445	2.225591558890456e-33	1.4711525055341141e-31
PRSS16	6p22.1	0.4966490744633945	2.2811733344459607e-33	1.5029652155478761e-31
NPY1R	4q32.2	0.49658752676712725	2.329339639980147e-33	1.5297008625941286e-31
C17ORF107	17p13.2	0.4965202015516969	2.3831812262378125e-33	1.5599778150058616e-31
KLK5	19q13.41	0.4964633090062423	2.429638976737864e-33	1.5852411459550835e-31
GTF3C2	2p23.3	-0.49636425449571364	2.5126754001328856e-33	1.6341306045831972e-31
LRFN2	6p21.2-p21.1	0.49610070912866966	2.747538579056442e-33	1.7811294306224093e-31
ATAD5	17q11.2	-0.4960685432872473	2.7776527522373115e-33	1.7948800364697576e-31
TSPYL5	8q22.1	0.4957229372273438	3.122571389730762e-33	2.0113150731106037e-31
WDR75	2q32.2	-0.4954212608572699	3.458102839816449e-33	2.2203443106222744e-31
RBP4	10q23.33	0.49540807096388767	3.473560746285172e-33	2.2231891493922334e-31
CCKBR	11p15.4	0.4950934146289174	3.863301225629523e-33	2.462843295824544e-31
