Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
NRAS	1p13.2	0.4609264778558281	2.1238903087981883e-28	1.4765431901958714e-25
SH3GLB1	1p22.3	0.46039362064764244	2.4940761518098367e-28	1.6664540386299585e-25
SIKE1	1p13.2	0.4603039274359826	2.5623766280208675e-28	1.6664540386299585e-25
STXBP3	1p13.3	0.460031843299331	2.7810865905920285e-28	1.752171461028934e-25
LRP4	11p11.2	-0.456595135225772	7.776413546958855e-28	4.750917379401136e-25
RETREG2	2q35	-0.4561721190639827	8.818532449847245e-28	5.22913037415795e-25
WDR77	1p13.2	0.45602896339611176	9.201578153311486e-28	5.300371918540367e-25
MTF2	1p22.1	0.455639261855796	1.0329674589902265e-27	5.7849047057505435e-25
ZZZ3	1p31.1	0.45406932136481215	1.6434817851551127e-27	8.955198992030332e-25
SCP2	1p32.3	0.4528598427112414	2.3465243760667898e-27	1.2449546827863829e-24
S100PBP	1p35.1	0.45247693547898904	2.625789750217685e-27	1.3573986449779165e-24
MKNK1	1p33	0.452367271167985	2.711657460666153e-27	1.3615949578431661e-24
CDC42	1p36.12	0.45229595843713755	2.7689793795729285e-27	1.3615949578431661e-24
TRIT1	1p34.2	0.45119852001782307	3.81819489761356e-27	1.832824460256833e-24
SELENOF	1p22.3	0.45084811783868195	4.229653949244767e-27	1.983117517923808e-24
YTHDF2	1p35.3	0.4506535564352557	4.476738486559886e-27	2.0061060782730786e-24
KCNK3	2p23.3	-0.45064091985469656	4.493271056614113e-27	2.0061060782730786e-24
STIL	1p33	0.45057747184881386	4.57719753983243e-27	2.0061060782730786e-24
DDX20	1p13.2	0.4498777764301703	5.61201878744379e-27	2.407317250503282e-24
TMEM167B	1p13.3	0.4491777816477926	6.878148745154821e-27	2.856912991142375e-24
CD226	18q22.2	0.44914518388964947	6.943541320667446e-27	2.856912991142375e-24
CHGB	20p12.3	-0.4488235498143063	7.622620517372964e-27	3.0735930450151263e-24
NMNAT1	1p36.22	0.4473496650091098	1.1674836178445064e-26	4.615222984188842e-24
MYCBP	1p34.3	0.446873274758806	1.3393713276914337e-26	5.192897180305191e-24
SEC22B	1p12	0.44651176251358354	1.4862922563998888e-26	5.653799656844935e-24
HSPB11	1p32.3	0.44579501212957084	1.8262751986502934e-26	6.818432274071957e-24
IRAK4	12q12	0.44412053265396223	2.949456607177462e-26	1.0811635392237239e-23
GEMIN8P4	1p22.2	0.44318489548642137	3.850886088232892e-26	1.3637013461407488e-23
ABCD3	1p21.3	0.443154683524455	3.884136647989927e-26	1.3637013461407488e-23
RWDD3	1p21.3	0.4431195573644323	3.9231525259740803e-26	1.3637013461407488e-23
TTF2	1p13.1	0.442311876603169	4.935196523310735e-26	1.6864152051943684e-23
TRAPPC9	8q24.3	-0.44186173154869757	5.607088119812148e-26	1.884075059725545e-23
MIER1	1p31.3	0.4416210523664754	6.002632751280074e-26	1.983919326205862e-23
RAD54B	8q22.1	0.4404129775914987	8.444667745936638e-26	2.7460152649327186e-23
CCDC30	1p34.2	0.43989169655151683	9.780582332785148e-26	3.129941593829863e-23
PRPF6	20q13.33	-0.43910354506896077	1.2206490321434117e-25	3.8253533487890476e-23
NRDC	1p32.3	0.43906678410733463	1.2333116793377715e-25	3.8253533487890476e-23
ATP5PB	1p13.2	0.43879355119063307	1.3315861626830058e-25	4.067592216038194e-23
FAM76A	1p35.3	0.4386148717088829	1.3999966391278083e-25	4.212736155441156e-23
USP48	1p36.12	0.43758570700200666	1.8672256027722344e-25	5.536049320219268e-23
ARFGAP2	11p11.2	-0.4372435472746968	2.0543919102210418e-25	6.002694971299482e-23
PAFAH2	1p36.11	0.43713930791745836	2.1150119954641234e-25	6.018632858540396e-23
SRRM3	7q11.23	-0.4371316199278874	2.1195522690162594e-25	6.018632858540396e-23
CROT	7q21.12	0.43659749103338513	2.4597354592154087e-25	6.887600915728036e-23
DNAJC10	2q32.1	0.4360520317832089	2.862764357441146e-25	7.906327700050813e-23
SERPINB9	6p25.2	0.43593423764415257	2.9580171312184603e-25	8.058997754391267e-23
ZMYM1	1p34.3	0.4358698175936111	3.0114272116534847e-25	8.095117868552787e-23
PNRC2	1p36.11	0.435752209816551	3.1114037568033205e-25	8.253817255383124e-23
PPCS	1p34.2	0.43570059345535517	3.156310895467899e-25	8.264205709549131e-23
ST7L	1p13.2	0.4350692600612529	3.760221932018424e-25	9.719209534797878e-23
INPP5B	1p34.3	0.43493020387973935	3.9078605518880375e-25	9.972959061596801e-23
RPAP2	1p22.1	0.4338218962337912	5.308468844611629e-25	1.3378005047026882e-22
CEPT1	1p13.3	0.4334047123399528	5.95548189331813e-25	1.4823267956936646e-22
CRTAC1	10q24.2	-0.43333233919675085	6.075398597502838e-25	1.4937330624909112e-22
GNAI3	1p13.3	0.43288940568282547	6.863042468699739e-25	1.6670578218247642e-22
LRRC8D	1p22.2	0.43276775798562284	7.0964810077918905e-25	1.703239923786813e-22
HNRNPUL2	11q12.3	-0.4326707302551771	7.288283095771641e-25	1.7286950058100241e-22
SAMM50	22q13.31	-0.43113710888733786	1.1096785842778118e-24	2.6014220857703446e-22
TERF2	16q22.1	-0.4310939949752802	1.1228359000614727e-24	2.6020108713953276e-22
SASS6	1p21.2	0.42980213810059376	1.5972130338822868e-24	3.6592513609205436e-22
CLCC1	1p13.3	0.4296091178499926	1.6833462455186043e-24	3.8132520961686043e-22
RPF1	1p22.3	0.42952510537295474	1.7222541370828677e-24	3.8580406286364107e-22
ACADM	1p31.1	0.42850834666028603	2.2697569309562655e-24	5.028634009341677e-22
NADK	1p36.33	0.42839797540771196	2.3386668283761052e-24	5.124984992053332e-22
DCTD	4q35.1	0.4277338921706445	2.7991094729637435e-24	6.068047966066886e-22
ZBTB8OS	1p35.1	0.4274918183109748	2.9883296295627946e-24	6.409331240597394e-22
ANKRD13C	1p31.1	0.42720059312397735	3.2327705193691264e-24	6.860619625368522e-22
HS2ST1	1p22.3	0.4258481255333816	4.652842425411276e-24	9.77145376444966e-22
ZNRF2	7p14.3	0.4251363237403569	5.631998795778496e-24	1.1705848218730955e-21
MIS18BP1	14q21.2	0.4247698629041467	6.212813460888136e-24	1.2781278794384256e-21
USP11	Xp11.3	-0.42452614479798173	6.631443476816763e-24	1.3504700195565936e-21
LRRC40	1p31.1	0.4241321667942949	7.367821418079529e-24	1.485426476099014e-21
SNX4	3q21.2	0.4237916325070289	8.068970436098971e-24	1.6106783461603103e-21
ODF2L	1p22.3	0.4233878014887708	8.986220821173196e-24	1.7761882154477725e-21
PICALM	11q14.2	0.4230894627928921	9.72928038118927e-24	1.9043885608267656e-21
FAM111A	11q12.1	0.4227809711654	1.0561421428980724e-23	2.0473924752853882e-21
PSMA5	1p13.3	0.42233833737505094	1.1879494431111657e-23	2.2809760688156392e-21
ZNF474	5q23.2	0.42155305847311375	1.462936420032191e-23	2.782477468327265e-21
TAF13	1p13.3	0.4212048449356804	1.6041589413671657e-23	3.022565272607797e-21
ZNF518B	4p16.1	0.4210121149902321	1.6880246027311892e-23	3.15113555700588e-21
PSMB2	1p34.3	0.42071175319079174	1.8274317210438696e-23	3.380078066785822e-21
C1ORF112	1q24.2	0.4204620795539487	1.9519172492780884e-23	3.5775094238814125e-21
GSAP	7q11.23	0.4199093745091448	2.258048353886305e-23	4.1013074651082696e-21
TRMT13	1p21.2	0.41972565806871065	2.3699465538157756e-23	4.266115399239272e-21
CCDC146	7q11.23	0.41895553359618304	2.901686752729246e-23	5.163407245403116e-21
PKN2	1p22.2	0.4189320370440036	2.919639035642851e-23	5.163407245403116e-21
HACD4	9p21.3	0.41877107528178936	3.0456031883001874e-23	5.3393396416800066e-21
MFSD14A	1p21.2	0.4181639891953701	3.570848504973759e-23	6.206196267997927e-21
PRMT6	1p13.3	0.41794770002083254	3.778812429010614e-23	6.5115074684857254e-21
TFEC	7q31.2	0.4177657509343223	3.9629835086252864e-23	6.770992416728339e-21
CAP1	1p34.2	0.4173628826072712	4.4028889848230795e-23	7.413452618830887e-21
PDCD1LG2	9p24.1	0.4173544876761307	4.412550539455912e-23	7.413452618830887e-21
LRRC66	4q12	0.41724563901486156	4.5397333347737125e-23	7.564096178708497e-21
ZRANB2	1p31.1	0.41682383966035014	5.0676781863599915e-23	8.374545894688834e-21
NSUN7	4p14	0.4165274286271763	5.474495370246782e-23	8.973276517036209e-21
HSPBAP1	3q21.1	0.4157138530281734	6.76422876959657e-23	1.0997872276115841e-20
IFI44	1p31.1	0.41565349789165723	6.871063801336887e-23	1.1082201383900239e-20
USP1	1p31.3	0.4139961617491144	1.0552813630579986e-22	1.6885339333819292e-20
ATCAY	19p13.3	-0.4136505556892114	1.1537087856978418e-22	1.8314899864924557e-20
GRID1	10q23.1-q23.2	-0.41360787409193933	1.16647623032583e-22	1.8372911937186765e-20
CLIC4	1p36.11	0.41314253893077657	1.3150488949570097e-22	2.0552481218006414e-20
TMEM156	4p14	0.41266181865273793	1.4881400792506924e-22	2.3078763182902467e-20
CEBPG	19q13.11	0.41247818146350584	1.5600382743832487e-22	2.400910812964937e-20
LSM14A	19q13.11	0.41243055127524514	1.5792397758996296e-22	2.4108688348898396e-20
CD302	2q24.2	0.41240306892172174	1.590424855118043e-22	2.4108688348898396e-20
C7ORF31	7p15.3	0.41226199900237265	1.6490813647466947e-22	2.481129059302844e-20
LPXN	11q12.1	0.41216267370963156	1.6916562464168546e-22	2.526331969185941e-20
GLMN	1p22.1	0.41197519253664133	1.7749954389485382e-22	2.631300223870697e-20
CARD8	19q13.33	0.4117318279012603	1.8892439796364714e-22	2.780222472514664e-20
SEZ6L2	16p11.2	-0.4116442646083228	1.9321016319593925e-22	2.8226884784009646e-20
CTBS	1p22.3	0.41151149214182514	1.998923574153387e-22	2.8993020272306785e-20
C11ORF68	11q13.1	-0.41140784592066476	2.0526673011094965e-22	2.9460428951438744e-20
ZNHIT6	1p22.3	0.4113932028893584	2.060374228536711e-22	2.9460428951438744e-20
TXLNA	1p35.2	0.4113065414390295	2.1065740045651856e-22	2.978595667451407e-20
MED8	1p34.2	0.41129521220055715	2.1126887577280451e-22	2.978595667451407e-20
C1ORF109	1p34.3	0.41117569488878314	2.178272752020629e-22	3.049733121769993e-20
TLR2	4q31.3	0.4111003523440967	2.2206444992378844e-22	3.0876147413196543e-20
BCAS2	1p13.2	0.41099599009486465	2.280683102636618e-22	3.149373426866908e-20
CACNG2	22q12.3	-0.4108778980191598	2.3505536831451204e-22	3.223776381352978e-20
TMEM50A	1p36.11	0.4104916756525563	2.594147590051618e-22	3.5338249704750456e-20
GNG5	1p22.3	0.41014801368197	2.8317391203319115e-22	3.8315900942960854e-20
SP100	2q37.1	0.40965607071713245	3.209640509055278e-22	4.3139708202042307e-20
ZNF321P	19q13.41	0.4096220491540891	3.2375422596853177e-22	4.322654933610311e-20
PTP4A2	1p35.2	0.4091548581832099	3.6457923433362633e-22	4.8357118048685794e-20
ZNF644	1p22.2	0.4089721047484163	3.8189613128869253e-22	5.03229274700087e-20
C20ORF197	20q13.33	0.4088505659698387	3.938593873461764e-22	5.156233187198872e-20
C1ORF174	1p36.32	0.4086383489874135	4.15641099479527e-22	5.4062840042624154e-20
BTF3L4	1p32.3	0.40761085357695515	5.390987506791118e-22	6.96716020028306e-20
LRGUK	7q33	0.40747978101933124	5.572481435352162e-22	7.155847020263372e-20
PIGK	1p31.1	0.40731989393225426	5.802052263018939e-22	7.403492131311699e-20
CSDE1	1p13.2	0.4071974163052978	5.98419820158932e-22	7.587888046681905e-20
PDE8A	15q25.3	0.40710984391834726	6.117881495118624e-22	7.708913051442912e-20
LINGO1	15q24.3	-0.40689290122413524	6.461877462306237e-22	8.019846182180154e-20
TTLL12	22q13.2	-0.4068793015876644	6.484066362687687e-22	8.019846182180154e-20
CTPS1	1p34.2	0.40686004641778556	6.5156113368994145e-22	8.019846182180154e-20
DUSP26	8p12	-0.406855088838367	6.52375762054236e-22	8.019846182180154e-20
DR1	1p22.1	0.4060253955503773	8.03871231516956e-22	9.822332059765667e-20
FAM72B	1p11.2	0.4059289069938594	8.2360042600720735e-22	9.99264861869272e-20
PIWIL4	11q21	0.4059090332290828	8.277229895946055e-22	9.99264861869272e-20
RINL	19q13.2	0.40576824555438706	8.575163181222309e-22	1.0290706243846606e-19
BIN2	12q13.13	0.40541026801701285	9.38119858931407e-22	1.1191381346695916e-19
ARHGAP15	2q22.2-q22.3	0.40526905643845923	9.719322262204288e-22	1.1526544478135332e-19
RSPH4A	6q22.1	0.4049863681782627	1.0432733197856017e-21	1.2300253450407905e-19
SCPEP1	17q22	0.404884568592221	1.0702093108483505e-21	1.2544470881403252e-19
ZNF302	19q13.11	0.40472781324034834	1.1130336442453736e-21	1.297102387377513e-19
PTPRC	1q31.3-q32.1	0.40457908146639965	1.1552270020100004e-21	1.3385362981335413e-19
GNL2	1p34.3	0.4043526834286932	1.2224999722321458e-21	1.4083898251527023e-19
POMGNT1	1p34.1	0.404291365179093	1.2413759984278783e-21	1.4220103127445712e-19
PTPN2	18p11.21	0.40363725856012356	1.4615160027609986e-21	1.6647245272126835e-19
SLC8A3	14q24.2	-0.40323854351479377	1.6141516362694155e-21	1.8282534347656006e-19
LPCAT2	16q12.2	0.4030007460442748	1.712561495261856e-21	1.928880017093535e-19
ATG4A	Xq22.3	0.4027914560542244	1.8040548083301396e-21	2.0206416105968859e-19
AK2	1p35.1	0.4026895150182004	1.8503490899484363e-21	2.061043536046985e-19
SKAP2	7p15.2	0.40243642993623596	1.970408684886969e-21	2.182714807472867e-19
SCRT1	8q24.3	-0.4019515210831299	2.222299448035935e-21	2.4482939438170755e-19
BCL10	1p22.3	0.401835140824641	2.2873316534142396e-21	2.5062442100263307e-19
OSBPL9	1p32.3	0.40145775770063696	2.5113931411225376e-21	2.736875519901161e-19
ADPGK	15q24.1	0.4011041720865527	2.740904316754917e-21	2.9709339747363377e-19
NLRP3	1q44	0.40053413853978115	3.155195128098519e-21	3.386732702938599e-19
PSMC2	7q22.1	0.40053040060966655	3.1581059875624053e-21	3.386732702938599e-19
NSUN4	1p33	0.4004778483172912	3.199311796913337e-21	3.397471373231466e-19
B3GNT5	3q27.1	0.40047466708022705	3.2018231283863824e-21	3.397471373231466e-19
LHFPL4	3p25.3	-0.4003069451928082	3.3370159447571703e-21	3.522386306924048e-19
NPRL3	16p13.3	-0.40000349936084795	3.5960656885392524e-21	3.77605626805416e-19
ARMCX2	Xq22.1	0.3996069846710768	3.964652595447127e-21	4.141521294135209e-19
SAMSN1	21q11.2	0.3991026702287684	4.4876749715531854e-21	4.649468741451223e-19
USP27X	Xp11.23	-0.39909418692993165	4.497030923976928e-21	4.649468741451223e-19
ZNF30	19q13.11	0.39904381734308764	4.552979372692616e-21	4.683296792492644e-19
CASP8	2q33.1	0.39890914497405416	4.7059612199271355e-21	4.816085490099035e-19
TRIM67	1q42.2	-0.39872304260582203	4.925738313617097e-21	5.015545966708802e-19
CNTRL	9q33.2	0.39868681185037275	4.9696872085541026e-21	5.034867528224084e-19
SNRNP40	1p35.2	0.3984320477821804	5.2898334979136576e-21	5.332416657571863e-19
NUDT19	19q13.11	0.39814636381613183	5.673063604975644e-21	5.690280365169848e-19
CRYZ	1p31.1	0.3979665267585117	5.928214310560629e-21	5.9167687482778635e-19
LRRTM4	2p12	-0.39750286145646313	6.639429355994583e-21	6.578371259423845e-19
RCC2	1p36.13	0.3974924340683095	6.656355026647807e-21	6.578371259423845e-19
MEMO1	2p22.3	0.3973028853599251	6.971551575088968e-21	6.840483020485722e-19
EXOSC10	1p36.22	0.39729238715798204	6.989432578840627e-21	6.840483020485722e-19
USP33	1p31.1	0.39714559963437	7.244235606319463e-21	7.055605510096942e-19
RNF135	17q11.2	0.3970684988177175	7.381718928520418e-21	7.154944005668277e-19
IFNLR1	1p36.11	0.3968533676565259	7.77908407768791e-21	7.50402459762038e-19
ERMAP	1p34.2	0.39677206060875164	7.934694731047864e-21	7.61768478441219e-19
NFE2L3	7p15.2	0.3964961766611639	8.48592560710064e-21	8.108281808756209e-19
PCED1B	12q13.11	0.39642026881011344	8.644106229086937e-21	8.220463475689705e-19
ZNF326	1p22.2	0.39625533925916806	8.997884029876706e-21	8.516729574006773e-19
BBS4	15q24.1	0.396137059095169	9.26035071079734e-21	8.703770835584153e-19
URI1	19q12	0.39612752413498653	9.281834877489176e-21	8.703770835584153e-19
CD53	1p13.3	0.3960232327510124	9.52005666666886e-21	8.885826965588468e-19
RUNX2	6p21.1	0.39590649902430947	9.793853739546037e-21	9.099257384469477e-19
TLCD3B	16p11.2	-0.3958787515676977	9.860068570178528e-21	9.118754240521528e-19
CEP135	4q12	0.3957246383054962	1.023594871070771e-20	9.423148947788955e-19
INPP5D	2q37.1	0.3955784781359539	1.060546939508538e-20	9.71894856701438e-19
POP4	19q12	0.3953940193051168	1.1090637553238688e-20	1.0117572113612903e-18
WDR25	14q32.2	-0.3953481035519176	1.121476858999638e-20	1.0184727456888155e-18
WARS2	1p12	0.3952657094073755	1.1440961022889287e-20	1.034355225033502e-18
GPRIN1	5q35.2	-0.3951035901364857	1.1899229980625596e-20	1.070983819818717e-18
ECSIT	19p13.2	-0.3949026419952896	1.2492439974976252e-20	1.1193781437133165e-18
TLR6	4p14	0.39462967418167644	1.334519504049102e-20	1.1904976867758384e-18
PRPF38B	1p13.3	0.39442324724331446	1.4027948638332352e-20	1.245891949327835e-18
SNX7	1p21.3	0.3942285377339681	1.470345594808845e-20	1.3001595410939092e-18
DOCK7	1p31.3	0.39417405033998315	1.489816531083099e-20	1.3079845997468885e-18
EXOC3	5p15.33	-0.3941675111304632	1.4921703186438388e-20	1.3079845997468885e-18
WNT5A	3p14.3	0.39403354570299914	1.5412061512185813e-20	1.3451193599444943e-18
CD58	1p13.1	0.3937979574248862	1.63132196045055e-20	1.4176328467518767e-18
TXNDC12	1p32.3	0.3937469692641689	1.651499002016912e-20	1.4290073553503418e-18
BTK	Xq22.1	0.3934429843891835	1.7769994660187007e-20	1.5310293262565396e-18
DAPP1	4q23	0.39341815306654654	1.7876569847907704e-20	1.5336575519304988e-18
KCNIP2	10q24.32	-0.3932577656979131	1.8580286900024053e-20	1.5827988281516495e-18
GFRA1	10q25.3	-0.3932519334299637	1.8606384716628188e-20	1.5827988281516495e-18
GPX7	1p32.3	0.39315513530431156	1.904484463169977e-20	1.6086796310040328e-18
IFI44L	1p31.1	0.3931496036377447	1.907020642874678e-20	1.6086796310040328e-18
CLEC7A	12p13.2	0.39310223855257254	1.9288735201625185e-20	1.6203341266665223e-18
CRLF3	17q11.2	0.39231290277306446	2.3315788784427878e-20	1.9486846173455115e-18
SRRM1	1p36.11	0.39229951506679217	2.3390788026269223e-20	1.9486846173455115e-18
MGME1	20p11.23	0.39220739174145125	2.3913359801356414e-20	1.9840215924080107e-18
ZNF530	19q13.43	0.3921749963161714	2.4099845115893555e-20	1.991299087629221e-18
MMP24	20q11.22	-0.3920455376412148	2.485949638732616e-20	2.04568288434646e-18
FYB1	5p13.1	0.39202309224637494	2.4993583773092847e-20	2.048356270119207e-18
MIA2	14q21.1	0.39191546039238334	2.564654103845374e-20	2.093359975207554e-18
ALOX5AP	13q12.3	0.3916843788667768	2.7105750809782884e-20	2.203544524500132e-18
HK2	2p12	0.39164991546525235	2.733027702496797e-20	2.212874357832848e-18
ATP6V0A1	17q21.2	-0.3911453445610095	3.083526465369704e-20	2.486679082732744e-18
PES1	22q12.2	-0.39111299334304017	3.107452694430508e-20	2.495990190135995e-18
LEKR1	3q25.31	0.39103575034762916	3.165322442516393e-20	2.5323835620465476e-18
ANK1	8p11.21	-0.3908556666116579	3.304396804419168e-20	2.6331993665571084e-18
CEP70	3q22.3	0.39077657752354406	3.367362743629924e-20	2.672811034422161e-18
ZNF761	19q13.42	0.39055978463731056	3.5460876288100323e-20	2.8036342229191787e-18
TRNAU1AP	1p35.3	0.3905310920634544	3.570431804119346e-20	2.8118545157363336e-18
CBLN1	16q12.1	-0.3903805641921004	3.700871292040572e-20	2.9032399268027227e-18
CPED1	7q31.31	0.39028389205541064	3.787107493159697e-20	2.9593749678136686e-18
SNAP23	15q15.1-q15.2	0.39025105483414385	3.816848142765631e-20	2.971099436536598e-18
CGAS	6q13	0.39023268297432157	3.833587827125983e-20	2.9726524685648825e-18
FXR2	17p13.1	-0.390005180335386	4.046972570750127e-20	3.126092490379054e-18
ZMPSTE24	1p34.2	0.3898745286936434	4.174764480901047e-20	3.2124972022689315e-18
CEP89	19q13.11	0.389767771903535	4.282130431661546e-20	3.2825867540961384e-18
LRRC4C	11p12	-0.389707867214897	4.3435642009390014e-20	3.317068100573152e-18
DEF6	6p21.31	0.3895959851020901	4.4606372611929394e-20	3.3936191631287116e-18
BTN2A3P	6p22.2	0.38934653169708494	4.732977637335868e-20	3.587276772418362e-18
SLC35D1	1p31.3	0.3893223103469071	4.7602782409520074e-20	3.594455790855184e-18
ZNF45	19q13.31	0.3892852045145556	4.8024026041099054e-20	3.61273279483059e-18
OLFML2B	1q23.3	0.38923093814901943	4.864670778109562e-20	3.645971284664196e-18
POLDIP3	22q13.2	-0.3889875735136388	5.153848922506817e-20	3.848398078765183e-18
DCLRE1B	1p13.2	0.3885116251018163	5.769216335345111e-20	4.2919989128004715e-18
DRAM2	1p13.3	0.3884949236072304	5.792076788870041e-20	4.2931639757503274e-18
FAM155A	13q33.3	-0.3880133196628507	6.491087351433215e-20	4.793656120595057e-18
CPT2	1p32.3	0.3879842466907952	6.535848667177836e-20	4.8090965320792824e-18
TXN2	22q12.3	-0.3877198505437152	6.957133973389906e-20	5.100464655909596e-18
FOXRED2	22q12.3	-0.3874251086519513	7.45836098275702e-20	5.448116513527691e-18
ZNF571	19q13.12	0.38729208819441385	7.69606799739342e-20	5.601459454709341e-18
PHACTR4	1p35.3	0.38715040910929516	7.957460203115851e-20	5.7708760847129014e-18
THTPA	14q11.2	-0.38707397105206803	8.102098756275287e-20	5.854710144274769e-18
PPIE	1p34.2	0.38675628918416943	8.731497410511147e-20	6.286989974761259e-18
PDPN	1p36.21	0.38663858341280893	8.97673083967998e-20	6.440564785010252e-18
MICB	6p21.33	0.38659728005550525	9.064382743736937e-20	6.480390797747531e-18
HSP90AB1	6p21.1	-0.3863822814458606	9.53444325076432e-20	6.792364324334257e-18
PI4K2B	4p15.2	0.3861848152927374	9.987289481400244e-20	7.08992053642642e-18
ZNF816	19q13.41	0.3858132818373521	1.0897509729292538e-19	7.701851099743443e-18
NLGN3	Xq13.1	-0.3858022715358148	1.0925695226063312e-19	7.701851099743443e-18
TMED5	1p22.1	0.38575101827200897	1.1057847835120682e-19	7.767849136023277e-18
GCA	2q24.2	0.385720266313726	1.1137894116678512e-19	7.796912614109565e-18
OLR1	12p13.2	0.38562836390966104	1.1380531217503592e-19	7.939200341733215e-18
ABITRAM	9q31.3	0.3855585534296498	1.1568315966013134e-19	8.042373041061751e-18
DNAJC16	1p36.21	0.3855429123474193	1.1610806096910998e-19	8.044173942261946e-18
PDIK1L	1p36.11	0.38535307137847935	1.2138945924600173e-19	8.381277013214522e-18
KAT5	11q13.1	-0.3849370634221584	1.338045124410764e-19	9.206937799742462e-18
CASP1	11q22.3	0.38473302241159424	1.4034298254860902e-19	9.623996160416689e-18
CAMLG	5q31.1	-0.3846004793638334	1.447579384671226e-19	9.872612793907424e-18
SF3A3	1p34.3	0.38459486801500053	1.4494783924391634e-19	9.872612793907424e-18
PROSER3	19q13.12	0.3844809178682117	1.4885770966317057e-19	1.0104782102758188e-17
KCNF1	2p25.1	-0.38440146681538967	1.5164514320628584e-19	1.0259455477120566e-17
GDAP2	1p12	0.3842336565602737	1.5770265269957939e-19	1.063358923436863e-17
ATOH8	2p11.2	-0.38418646821049446	1.5944855650853038e-19	1.0715474492561603e-17
FUT4	11q21	0.38407963166576864	1.6347203426914711e-19	1.0949367717276661e-17
GABBR1	6p22.1	-0.3840602791402971	1.6421147907055412e-19	1.0962475594508085e-17
TMEM151B	6p21.1	-0.3839720881794729	1.676231283678325e-19	1.1153299970375811e-17
LPAR6	13q14.2	0.3832250276756579	1.9946857463109558e-19	1.3228572148478677e-17
MARCH4	2q35	-0.383045199413857	2.0798365196682517e-19	1.3748060351813647e-17
EML4	2p21	0.3825779636719952	2.3181784776647465e-19	1.5273462839280705e-17
SERBP1	1p31.3	0.38253611311595326	2.340795780593244e-19	1.537224225815648e-17
MAPK8IP2	22q13.33	-0.3822752516767215	2.486754682841691e-19	1.6277747130120564e-17
ADA2	22q11.1	0.3822606352678709	2.4951930731249726e-19	1.628012541982931e-17
ZNF224	19q13.31	0.38223221660866463	2.5116806421622087e-19	1.6334836589236225e-17
NRXN2	11q13.1	-0.38185417960424944	2.7414870762000636e-19	1.7744619916019982e-17
DIRAS3	1p31.3	0.3818469860727425	2.746054964435412e-19	1.7744619916019982e-17
INSM2	14q13.2	-0.3815102377470031	2.9684913659046093e-19	1.9120688315655856e-17
LETM2	8p11.23	-0.38134420962938353	3.084600765448399e-19	1.976420078413508e-17
RUBCNL	13q14.13	0.38133943777378804	3.0880031977593124e-19	1.976420078413508e-17
PODXL2	3q21.3	-0.381299407207402	3.1166917981992103e-19	1.988469093148553e-17
GPR160	3q26.2	0.38108962229658383	3.2713855293210587e-19	2.080580556991857e-17
