Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
SIPA1	11q13.1	0.8126620746393329	3.6144620244491783e-122	1.2563994633606878e-119
PYCARD	16p11.2	0.8122470115702023	6.009777188132815e-122	2.0536121676261978e-119
RIPK3	14q12	0.8110384949567443	2.622252188720198e-121	8.81120439613132e-119
ARHGAP9	12q13.3	0.8104409525949283	5.4115938014249525e-121	1.788576108697188e-118
GBGT1	9q34.2	0.8102099773361158	7.155686651654089e-121	2.3268677190967435e-118
ARL11	13q14.2	0.8096604007342473	1.388874964951694e-120	4.444620344189064e-118
RNASE2	14q11.2	0.8081352805185087	8.650244055236731e-120	2.7249620374629333e-117
GPX1	3p21.31	0.8078385417880576	1.2324152509292893e-119	3.8225729036900615e-117
RHOH	4p14	0.8074320240303596	1.9995072751479742e-119	6.1078888142815616e-117
GPR65	14q31.3	0.80720562598265	2.6166844689107457e-119	7.873876951896947e-117
DENND1C	19p13.3	0.8070674010699876	3.0832122979731427e-119	9.141271049917137e-117
STAC3	12q13.3	0.806403786025577	6.765207019674085e-119	1.9767150539659308e-116
ARHGAP30	1q23.3	0.805966189193912	1.13396826243453e-118	3.2659905912775085e-116
SLC7A7	14q11.2	0.8054270578792941	2.138863246710732e-118	6.073467875624658e-116
HLA-DMB	6p21.32	0.8054038171751886	2.1980789225408252e-118	6.154926271853552e-116
SIGLEC9	19q13.41	0.8038131280333746	1.41259227199699e-117	3.9012702459905917e-115
IRF5	7q32.1	0.8016311351206143	1.763326775178558e-116	4.8041123127533654e-114
S100A11	1q21.3	0.8015880116848616	1.8529406298538262e-116	4.980951471797732e-114
SLC1A5	19q13.32	0.8009112034995366	4.0276586838124004e-116	1.0684424568992342e-113
CASP1	11q22.3	0.8008696706823154	4.2237888781946323e-116	1.105919578873792e-113
NCKAP1L	12q13.13-q13.2	0.8006708610541885	5.302489843640306e-116	1.370557663302977e-113
SYK	9q22.2	0.7998773014538024	1.3111228707367516e-115	3.3460187591042593e-113
VSIG4	Xq12	0.7984474237613222	6.6314596878556195e-115	1.6712107345857143e-112
VAV1	19p13.3	0.7983628558760426	7.295681907770553e-115	1.8159042338587915e-112
LRRC25	19p13.11	0.7979178361578961	1.2047503021616803e-114	2.962069614863614e-112
GNGT2	17q21.32	0.7963768536809199	6.77617432168884e-114	1.6459572349345626e-111
CSF3R	1p34.3	0.7944472832566852	5.76953004774807e-113	1.384755896341058e-110
CD37	19q13.33	0.7943336423993506	6.540488191913578e-113	1.5513268522019956e-110
RGS19	20q13.33	0.792527689300234	4.749414039717581e-112	1.1134062378458855e-109
NLRC4	2p22.3	0.7918524542249805	9.916855088151008e-112	2.298088683128879e-109
HCK	20q11.21	0.7911045984118993	2.2341463698222617e-111	5.118480109316661e-109
RASGRP4	19q13.2	0.7910578519006024	2.3502403324408796e-111	5.323954532847256e-109
ADAP2	17q11.2	0.7901669287873452	6.15657057621929e-111	1.3791402154128567e-108
LPXN	11q12.1	0.7897785260263537	9.354707366530203e-111	2.072530277105664e-108
IL10RA	11q23.3	0.7890937031167938	1.9518574871303252e-110	4.277325956308096e-108
SLC11A1	2q35	0.7890175301626563	2.1178901748034148e-110	4.591267076796951e-108
CD68	17p13.1	0.7888223259217138	2.61033249375955e-110	5.598607809221946e-108
ARHGAP4	Xq28	0.7886441940688086	3.1583740872764635e-110	6.7027347340611344e-108
LILRB4	19q13.42	0.7882470696332383	4.827215869135311e-110	1.0137656160170522e-107
KCNQ1	11p15.5-p15.4	0.7880047479963174	6.250564495210413e-110	1.2991508328653314e-107
RGS10	10q26.11	0.7879380303856734	6.711061601821571e-110	1.3806297240237215e-107
CD4	12p13.31	0.7874623470769401	1.1132159334594328e-109	2.2670248923712752e-107
LCP1	13q14.13	0.7869787106755459	1.8597880298098268e-109	3.749518646899592e-107
CYBB	Xp21.1-p11.4	0.7866976130338816	2.5046107312930105e-109	4.9995501934255825e-107
SLC2A5	1p36.23	0.7861749181107606	4.351184388725281e-109	8.600414555008861e-107
C3AR1	12p13.31	0.7849650933232478	1.5531848586779058e-108	3.040170867553909e-106
NCF1	7q11.23	0.7844817046835548	2.5764515180033153e-108	4.994599909083158e-106
FBP1	9q22.32	0.7833230274507623	8.621293285767168e-108	1.6553704184223987e-105
CD300C	17q25.1	0.7832228184832533	9.567236144916374e-108	1.8196702633741416e-105
INPP5D	2q37.1	0.782842218815648	1.4200146796295275e-107	2.6755996220570937e-105
ALOX5AP	13q12.3	0.7814887791803937	5.746230635984899e-107	1.0726829245564034e-104
MAP4K1	19q13.2	0.7812766697855313	7.147132352022025e-107	1.3219572050377618e-104
SLC16A3	17q25.3	0.781224117930225	7.54380071935856e-107	1.3826415118453449e-104
IGFLR1	19q13.12	0.7799204293079423	2.8672244167920854e-106	5.2077577898148856e-104
TREM2	6p21.1	0.7787930342396101	9.03076474322431e-106	1.62561828560844e-103
CARD9	9q34.3	0.7785221872507063	1.1884749550395029e-105	2.1204286343850812e-103
GPR132	14q32.33	0.7760629142649992	1.4133122024230146e-104	2.4994550274605614e-102
NAGA	22q13.2	0.7759252103521254	1.6219591973396227e-104	2.8435060328316637e-102
C3	19p13.3	0.7753844270934472	2.7827760429583542e-104	4.836512741558912e-102
PCED1B-AS1	12q13.11	0.7746024143603758	6.058102757404961e-104	1.0439094845473627e-101
RPS6KA1	1p36.11	0.7731738378857905	2.48903427315401e-103	4.252662710259152e-101
DOK3	5q35.3	0.7728891613461404	3.2944756446767754e-103	5.58150617414525e-101
PILRA	7q22.1	0.7728061840775596	3.5747200716018194e-103	6.005827613630356e-101
TFEC	7q31.2	0.7724690000598692	4.979251085103814e-103	8.296419927832892e-101
C19ORF38	19p13.2	0.7723833717622349	5.415937715096846e-103	8.950059038857993e-101
TRAF3IP3	1q32.2	0.7721088133300903	7.089740325370094e-103	1.1620833715429796e-100
IL12RB1	19p13.11	0.7720563229185378	7.46399878864652e-103	1.2135619320798587e-100
CTSC	11q14.2	0.7718726064781025	8.935496889490064e-103	1.4411884223120734e-100
FCGRT	19q13.33	0.7714900627211819	1.2989896207872384e-102	2.0784864876739298e-100
RBM47	4p14	0.7713071415900139	1.5530669520612258e-102	2.4654632142131e-100
LILRB1	19q13.42	0.7711804223136394	1.7574975447026916e-102	2.768195937402419e-100
TRIM38	6p22.2	0.7708687494490817	2.3814232327050814e-102	3.721850681749391e-100
SQOR	15q21.1	0.76978672102105	6.8120388676500685e-102	1.0564424277745618e-99
PTPN7	1q32.1	0.7697180593180556	7.280425000788152e-102	1.1204629651976331e-99
CD14	5q31.3	0.7690352964879796	1.4085945298278991e-101	2.1514147208985056e-99
DOCK2	5q35.1	0.7685782587631478	2.1882744659962278e-101	3.3171279330037555e-99
APBB1IP	10p12.1	0.7682493541978304	3.002674020024123e-101	4.517679919231817e-99
RAC2	22q13.1	0.7676200878330716	5.4924060513112555e-101	8.202399881517498e-99
RNASE3	14q11.2	0.7671234433120051	8.834047120829441e-101	1.309582529434135e-98
DRAM2	1p13.3	0.766884426762068	1.1099604751988579e-100	1.633424316823662e-98
MILR1	17q23.3	0.7667714825413708	1.2362809326368394e-100	1.8061347741225592e-98
LYL1	19p13.13	0.7664494537097847	1.6804914144844647e-100	2.4374379429799493e-98
FCGR1A	1q21.2	0.7663567832479599	1.8355312136067e-100	2.6432960569660483e-98
CD74	5q33.1	0.7655413261472723	3.9832971522276087e-100	5.695549920997222e-98
ITGAM	16p11.2	0.76528656207908	5.070896228049129e-100	7.199601327725245e-98
CYTIP	2q24.1	0.7651601962734902	5.715287341061324e-100	8.057755810009605e-98
FPR1	19q13.41	0.7649846096611077	6.747974441830461e-100	9.447632827898884e-98
PCED1B	12q13.11	0.7641565159798622	1.474094940166074e-99	2.0496019371509117e-97
SP100	2q37.1	0.7640240528032333	1.6698563115284331e-99	2.305888568268818e-97
TMC8	17q25.3	0.7636261330671702	2.427406868535275e-99	3.3291802637101823e-97
CTSS	1q21.3	0.7634144040670343	2.961126538476426e-99	4.033734604204272e-97
SH3TC1	4p16.1	0.7633936376584236	3.0193802594111937e-99	4.0854849268449045e-97
SLC15A3	11q12.2	0.7629065549168785	4.7656263230579346e-99	6.405319486611402e-97
GAPT	5q11.2	0.7625930937192991	6.3888097438313105e-99	8.530118757972388e-97
PRAM1	19p13.2	0.7622527223325717	8.778595976290134e-99	1.1643767991972725e-96
CSF1R	5q32	0.7614219776204401	1.902311626667313e-98	2.5066996539372348e-96
EVI2B	17q11.2	0.761347572020225	2.03842878137754e-98	2.668620952035882e-96
IKZF1	7p12.2	0.7613168978837005	2.0973250042817005e-98	2.7280109297627978e-96
CYTH4	22q13.1	0.7604292549211404	4.77336278558604e-98	6.1689594307820605e-96
CLEC7A	12p13.2	0.7594496106408845	1.178143058836167e-97	1.512900777655794e-95
FCGR1CP	1q21.1	0.7594112316537334	1.2204823801184126e-97	1.5573509661751465e-95
BIN2	12q13.13	0.7593630986662889	1.2757275202731355e-97	1.617606448819288e-95
UNC93B1	11q13.2	0.7593250121892191	1.3211986183076394e-97	1.6647928339812698e-95
TGFB1	19q13.2	0.7592906371553914	1.3636209468704072e-97	1.7075752739039927e-95
RCSD1	1q24.2	0.7557455627982949	3.450801022507766e-96	4.2945431737517943e-94
LRMDA	10q22.2-q22.3	0.7551105525192534	6.119731548188246e-96	7.569319493437009e-94
HMOX1	22q12.3	0.7550249517236238	6.610198307369308e-96	8.126110248467844e-94
CSF2RA	Xp22.33 and Yp11.2	0.7542532366325636	1.322640243093907e-95	1.6161060570312885e-93
CD7	17q25.3	0.7537432833093364	2.0887219919977753e-95	2.536790607269105e-93
MS4A7	11q12.2	0.7534882374864166	2.623883662732794e-95	3.1676717679255003e-93
MS4A6A	11q12.2	0.7532299111668246	3.304905502411371e-95	3.966083323459266e-93
SP140L	2q37.1	0.7524725391861027	6.490185844599915e-95	7.742522888341946e-93
FCGR1B	1p11.2	0.7511770687595668	2.0471012891131364e-94	2.427741711165291e-92
SP140	2q37.1	0.7501702955965711	4.974175436720235e-94	5.864581928638401e-92
FGD2	6p21.2	0.7500022202383658	5.766497729740021e-94	6.759207019144684e-92
GIMAP4	7q36.1	0.7497063651914342	7.477906859195515e-94	8.714571109146866e-92
FAM177B	1q41	0.7492031654819231	1.1624805140661022e-93	1.346940784142913e-91
SIGLEC10	19q13.41	0.7490656993938629	1.311142178254605e-93	1.5105107117594908e-91
ITGAL	16p11.2	0.7488695231082624	1.5565976120634384e-93	1.783100253227897e-91
SCIN	7p21.3	0.7487759582598719	1.6892614834575404e-93	1.9241356366094617e-91
RUNX2	6p21.1	0.7481649674663271	2.8791497582678713e-93	3.261041476204413e-91
TLR5	1q41	0.7480060823485307	3.306531583527018e-93	3.724189008686492e-91
TMEM119	12q23.3	0.7472503618104854	6.377576660844772e-93	7.143240169960635e-91
SLA	8q24.22	0.7465860464573745	1.1339541919410787e-92	1.2630746112554746e-90
TYMP	22q13.33	0.7465777234002224	1.1421469808172341e-92	1.2652101802338603e-90
AGTRAP	1p36.22	0.7459774416265632	1.9181848601411093e-92	2.1132527303445303e-90
PLCG2	16q23.3	0.7458941827766494	2.0609674229042623e-92	2.2582154463680887e-90
DAPP1	4q23	0.7458523848563399	2.136583987013605e-92	2.3284145817395294e-90
SIRPB2	20p13	0.7437914734451759	1.2517657284679292e-91	1.3568198307334366e-89
LPAR5	12p13.31	0.7423577075740616	4.239747487040818e-91	4.5709919297449164e-89
PLCB2	15q15.1	0.7414246936330567	9.337350754623198e-91	1.0013315349146717e-88
OSCAR	19q13.42	0.7409924266675157	1.3445605793188104e-90	1.4342690920447904e-88
VASP	19q13.32	0.740013135858042	3.0631279773563736e-90	3.250301218499045e-88
PLEK	2p14	0.7386765465877047	9.367360314575696e-90	9.887714727861812e-88
WDFY4	10q11.23	0.7382459912876529	1.3407918164785083e-89	1.407901240209542e-87
MS4A4A	11q12.2	0.7381413313167825	1.4627609261529491e-89	1.5280167374181143e-87
FCGR3A	1q23.3	0.7373816342324084	2.7485058192381638e-89	2.8563209186423e-87
KYNU	2q22.2	0.7371197123808221	3.414419039941251e-89	3.5301590904746443e-87
C5AR1	19q13.32	0.7360872242182285	8.010005449659706e-89	8.239271421968843e-87
PALD1	10q22.1	0.7359241137089924	9.161679947000573e-89	9.376072558958302e-87
VENTX	10q26.3	0.7356660637780601	1.1328889043226828e-88	1.1535441010126065e-86
LY96	8q21.11	0.734802534650631	2.3013152602955007e-88	2.33149833984008e-86
FXYD5	19q13.12	0.734515223313237	2.911489039061564e-88	2.9349265258260092e-86
UCP2	11q13.4	0.7338760877234959	4.907386274371334e-88	4.922279337194053e-86
SCPEP1	17q22	0.7337561727597299	5.411494456366097e-88	5.401046521524598e-86
HPGDS	4q22.3	0.732764510472787	1.2123398062241078e-87	1.2040385632159724e-85
GBP2	1p22.2	0.7313403766805602	3.8367686283455195e-87	3.791818250787942e-85
FYB1	5p13.1	0.7300928015453738	1.046279474478827e-86	1.0289775846325674e-84
NPC2	14q24.3	0.7294065380165563	1.812460659703018e-86	1.7738358912753661e-84
LHFPL2	5q14.1	0.7291384907181553	2.2452894324686357e-86	2.186825132753631e-84
RHOC	1p13.2	0.7290152177792095	2.4774597857360506e-86	2.401349362510794e-84
SHMT1	17p11.2	0.7285680169471572	3.53864825618236e-86	3.41352571736328e-84
ELF4	Xq26.1	0.7281614371768648	4.890305695142701e-86	4.694926339036762e-84
MSR1	8p22	0.7278514432985353	6.25585962397596e-86	5.977459046397125e-84
LGALS9C	17p11.2	0.7278217236477422	6.405201619027092e-86	6.091286313264397e-84
COL8A2	1p34.3	0.7276759169457637	7.190842959294222e-86	6.806318540015531e-84
AK2	1p35.1	0.7275947351410258	7.66905800372192e-86	7.225041047338207e-84
GAB3	Xq28	0.7271977874496232	1.0503183334357124e-85	9.849054846696465e-84
TMEM106A	17q21.31	0.7268248757715882	1.4106200037636393e-85	1.3166439766610523e-83
RUNX1	21q22.12	0.7263931995755702	1.9834385921290745e-85	1.842769836678077e-83
FUOM	10q26.3	0.7263684566206301	2.0225244021313077e-85	1.870463966576573e-83
PTGS1	9q33.2	0.7263319607620919	2.0815781061159739e-85	1.916287497598363e-83
CCR1	3p21.31	0.7262104551797941	2.290819187480153e-85	2.099327529035789e-83
SPN	16p11.2	0.725900019462985	2.9252860259590443e-85	2.668628577799108e-83
MNDA	1q23.1	0.7252468054525517	4.887745423462842e-85	4.4388214181276734e-83
SCIMP	17p13.2	0.7252260390439417	4.9680449975602147e-85	4.491513685910829e-83
LTBR	12p13.31	0.725173902103174	5.175475977792251e-85	4.658159428047748e-83
IL13RA1	Xq24	0.7247225199108985	7.371906811508371e-85	6.605556143414234e-83
TOR4A	9q34.3	0.7241316653076088	1.1700824060796301e-84	1.043806698627054e-82
CASP4	11q22.3	0.7240168756676881	1.2797786851700402e-84	1.136635157344193e-82
CSF2RB	22q12.3	0.7238066771073102	1.5078209067723752e-84	1.333297250063064e-82
PTPRC	1q31.3-q32.1	0.7233544996057693	2.1444851992931e-84	1.887989786154943e-82
SPINT1	15q15.1	0.7226968672105255	3.574861766125747e-84	3.1335994811678775e-82
IFI30	19p13.11	0.722595686198357	3.8667722521423416e-84	3.374804994607868e-82
GPR84	12q13.13	0.7225360736306286	4.049727727137286e-84	3.519248306328225e-82
SAMSN1	21q11.2	0.7217857962625315	7.238799282371091e-84	6.263580786776119e-82
THEMIS2	1p35.3	0.7215491475720642	8.690700769612992e-84	7.487744368212287e-82
ANKRD22	10q23.31	0.7214987251301553	9.035648066269897e-84	7.751817049534783e-82
B4GALT1	9p21.1	0.7209498979673423	1.3794829957474282e-83	1.1784642659857584e-81
CCR5	3p21.31	0.7191582711832286	5.451587927304011e-83	4.6375301351213575e-81
CXORF21	Xp21.2	0.7191286997788696	5.576149501096061e-83	4.72356092821839e-81
HLA-DRA	6p21.32	0.7185322019292918	8.78971051475988e-83	7.414617309124433e-81
NCF1B	7q11.23	0.7177540201226507	1.5887035144446745e-82	1.3345771481132952e-80
C16ORF54	16p11.2	0.7176451511209111	1.7255910736527514e-82	1.4435535948511668e-80
SLC39A1	1q21.3	0.7174639089759698	1.979964144088772e-82	1.6495064921063525e-80
UBA7	3p21.31	0.7166463310505753	3.6767750940323525e-82	3.0505128671105455e-80
IL15RA	10p15.1	0.7161273350281074	5.440179992647538e-82	4.495060198023238e-80
LILRA2	19q13.42	0.7156634771597884	7.715430731792539e-82	6.349012203415076e-80
TLR1	4p14	0.7150519127077386	1.221697665353146e-81	1.0012457980156413e-79
ARHGAP27	17q21.31	0.7147703732275927	1.508954710259792e-81	1.2316613730181242e-79
SHKBP1	19q13.2	0.7143626446772496	2.0478494467320937e-81	1.6647859957889412e-79
CARD16	11q22.3	0.7139164919508401	2.8585874578919005e-81	2.314537419219221e-79
PDCD1LG2	9p24.1	0.7139081696156072	2.876410560200835e-81	2.3196525321683613e-79
PLB1	2p23.2	0.7133419094182509	4.388271161632839e-81	3.524778282457357e-79
IL16	15q25.1	0.7130382495825895	5.501507942975259e-81	4.401424668187468e-79
NECAP2	1p36.13	0.7121363089387678	1.0749065561364313e-80	8.565688173227902e-79
TCIRG1	11q13.2	0.7120851155901413	1.1164714152194089e-80	8.861881969385237e-79
APOBR	16p12.1	0.711683866334139	1.5026822529548483e-80	1.1880618392871646e-78
TLR7	Xp22.2	0.7112285959632306	2.103724815675101e-80	1.6567654690947541e-78
CARD11	7p22.2	0.7107115565726686	3.0802887238672e-80	2.416408597738779e-78
HHEX	10q23.33	0.7103006467852607	4.168130003072764e-80	3.2571189531763563e-78
LCP2	5q35.1	0.7096209224659628	6.866173744302074e-80	5.344746287987418e-78
NOD1	7p14.3	0.7093478662846529	8.387251855912385e-80	6.503668641040369e-78
TNFSF12-TNFSF13	17p13.1	0.7086808478136839	1.366111170447468e-79	1.0552554523904752e-77
GNG5	1p22.3	0.708328456541098	1.7667479565516282e-79	1.3595192958792892e-77
CDCP1	3p21.31	0.7076853164480333	2.8221782007950667e-79	2.1634195705790622e-77
CLEC2B	12p13.31	0.7075820900587043	3.04215159314312e-79	2.3232128132332744e-77
GPR160	3q26.2	0.707329989941547	3.6536600636612993e-79	2.779677001640583e-77
CAPZB	1p36.13	0.7069366653256866	4.8603523379096753e-79	3.683818176112668e-77
NLRP3	1q44	0.7066794269620009	5.856175325590838e-79	4.421960701844078e-77
CCDC88B	11q13.1	0.7065229277720011	6.558692944328285e-79	4.9339480765150205e-77
NUDT16P1	3q22.1	0.7063702881818661	7.324462100657363e-79	5.489534587782643e-77
GPR34	Xp11.4	0.706237411745525	8.063053462340866e-79	6.020711883490896e-77
AOAH	7p14.2	0.7059997026427027	9.573767973191916e-79	7.122388786255431e-77
CEBPA	19q13.11	0.7051982960057139	1.7060076010141728e-78	1.2645154133840712e-76
SERPINF2	17p13.3	0.7047911860292444	2.2861860057168047e-78	1.6883441780680037e-76
STAT5A	17q21.2	0.7040850397687769	3.794094552433718e-78	2.7917058493290576e-76
RGS18	1q31.2	0.7040232863023516	3.965665875059903e-78	2.9073378075302803e-76
ATP8B4	15q21.2	0.7034582476995136	5.940680386777862e-78	4.3394948289068285e-76
HLA-DOA	6p21.32	0.7029558928761699	8.502281877052747e-78	6.188249275207959e-76
APOBEC3G	22q13.1	0.7028661996625288	9.06359383369914e-78	6.57306170076289e-76
CTSZ	20q13.32	0.7027687145659345	9.71550887747745e-78	7.02058689888254e-76
BCL2L12	19q13.33	0.7023878497952403	1.274088949577105e-77	9.173895468722862e-76
CLEC4A	12p13.31	0.7020787395938756	1.587139332608824e-77	1.138730109776744e-75
PABPC4	1p34.3	0.7017784661621312	1.9641950455686262e-77	1.404260152968407e-75
NFAM1	22q13.2	0.7016043818005844	2.2222805786982047e-77	1.5831589663298413e-75
ADAM28	8p21.2	0.7014804902904891	2.4262251299718407e-77	1.722363550893038e-75
SERTAD3	19q13.2	0.7013639929775076	2.6349323459134018e-77	1.8639603868757928e-75
SPNS3	17p13.2	0.7011505408025811	3.064708027215693e-77	2.1604048439404053e-75
GPR183	13q32.3	0.7009568233227099	3.514724667682504e-77	2.4690022308413576e-75
SLC8B1	12q24.13	0.700776111383946	3.993515748730835e-77	2.79559968785286e-75
DOCK8	9p24.3	0.6995123649603524	9.728802856923327e-77	6.786934062229453e-75
GYPC	2q14.3	0.6994238205287441	1.0353273061011017e-76	7.197666833898037e-75
TMSB4XP8	4q22.1	0.6991642846049553	1.2422661773877086e-76	8.60664206265072e-75
TMEM156	4p14	0.6989842950496707	1.4094397002904188e-76	9.731408834779155e-75
CALHM6	6q22.1	0.6988534070496656	1.5448786039771652e-76	1.0630135677400554e-74
CEACAM21	19q13.2	0.6982160992245511	2.4132866452880818e-76	1.6549072127773133e-74
CIITA	16p13.13	0.6979871385236537	2.831902799191164e-76	1.9353895706607817e-74
PIK3AP1	10q24.1	0.6961898279503046	9.888341102049436e-76	6.7350961134600895e-74
HLA-DPB1	6p21.32	0.6956680167041454	1.4191601763285472e-75	9.633565089212068e-74
IFI16	1q23.1	0.6955589133317885	1.5303684645675708e-75	1.0353610273203622e-73
PYGL	14q22.1	0.6952921888921364	1.8400661539636e-75	1.2407215294334495e-73
SLC37A2	11q24.2	0.6951919799246272	1.9718821682322533e-75	1.3251705464576818e-73
UNC13A	19p13.11	-0.6946156611552984	2.933924558527489e-75	1.965144618753246e-73
REEP4	8p21.3	0.694486953602915	3.2057686462276207e-75	2.1401159495561278e-73
NCF1C	7q11.23	0.6944345515579021	3.32349036391716e-75	2.211382482737091e-73
FTL	19q13.33	0.6943954200081437	3.4141932775017783e-75	2.26426153512215e-73
VSIR	10q22.1	0.694252366210756	3.767218926055109e-75	2.4901934678097396e-73
ARHGAP25	2p13.3	0.6940391061085963	4.361931997377226e-75	2.8738859803634725e-73
FCGBP	19q13.2	0.6937705855309825	5.245089257221323e-75	3.444503078659254e-73
TRAPPC3	1p34.3	0.6926912489113104	1.0983159391127825e-74	7.189333652095067e-73
SCAMP2	15q24.1	0.6922261697055748	1.5086764475685073e-74	9.843503514378212e-73
RAB32	6q24.3	0.6918699731207562	1.923137473426242e-74	1.2507217613466603e-72
ABHD15	17q11.2	0.6918161571937603	1.994910799781741e-74	1.293228187601276e-72
MYCBP	1p34.3	0.6916992467316655	2.16013737267838e-74	1.3958503067490005e-72
GNA15	19p13.3	0.6915370920091075	2.412047272933078e-74	1.5536512801790347e-72
OLFML3	1p13.2	0.6908352757657553	3.884669099246778e-74	2.4942297359845317e-72
MS4A14	11q12.2	0.690578037402069	4.6245158717708816e-74	2.9598369679610397e-72
IFNLR1	1p36.11	0.6902746863504536	5.6786980312867755e-74	3.623045285087743e-72
SIGLEC8	19q13.41	0.6891195285760138	1.2383638700847897e-73	7.875916083526639e-72
