Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
PPP1R21	2p16.3	-0.3960619378019555	9.430951473006893e-21	1.2934517867162718e-18
C10ORF105	10q22.1	-0.39583836753052676	9.957227960655851e-21	1.3549524213516911e-18
SHD	19p13.3	0.3958150384587257	1.0013784573255392e-20	1.3549524213516911e-18
ZNF74	22q11.21	0.39539431985703916	1.1089829504788446e-20	1.4905470176402657e-18
DCTD	4q35.1	-0.39513292821163026	1.1814978529788121e-20	1.5774952459540284e-18
USP33	1p31.1	-0.3940798148979502	1.5240930898885673e-20	2.017829802650458e-18
NOTCH1	9q34.3	0.39406023274725643	1.5313127315387136e-20	2.017829802650458e-18
TGFB2	1q41	-0.393709501360973	1.6664824333770592e-20	2.181685216838629e-18
FXYD3	19q13.12	-0.3936339201891213	1.6971163805253235e-20	2.2074556998561968e-18
CACNG1	17q24.2	0.3932614314686369	1.8563902042951356e-20	2.3991463403073223e-18
TMEM230	20p13-p12.3	-0.3931599955277106	1.9022588736549314e-20	2.4427669523412147e-18
WDR24	16p13.3	0.3922648662632242	2.358600000872802e-20	3.0096034568099093e-18
DGKD	2q37.1	0.3922106084977466	2.3894920260258444e-20	3.029845832497299e-18
BYSL	6p21.1	0.3920849496337266	2.4625765213739295e-20	3.103000327963737e-18
RSPH14	22q11.22-q11.23	-0.3918806166510199	2.586150461562204e-20	3.2338239005969326e-18
FKRP	19q13.32	-0.39186076078842536	2.5984795987138686e-20	3.2338239005969326e-18
ZIC5	13q32.3	-0.3918176460086777	2.625450778758041e-20	3.247344365063857e-18
BPIFB2	20q11.21	0.3914631368131454	2.857939276886998e-20	3.5133484000804124e-18
PITHD1	1p36.11	-0.3911505496139329	3.079693921720284e-20	3.763012676109251e-18
TACR1	2p12	0.390732579042862	3.4029021017421783e-20	4.13288610079663e-18
TCF3	19p13.3	0.3906868132062347	3.440261302556594e-20	4.153240007236137e-18
SF3A2	19p13.3	0.39028569497106097	3.7854812248649046e-20	4.542802796101271e-18
DBN1	5q35.3	0.38994159116199334	4.108680840035856e-20	4.901486060116148e-18
EFS	14q11.2	0.3895943944835584	4.4623239021183185e-20	5.292053658271025e-18
PAIP2	5q31.2	-0.38943667535262305	4.632723157047319e-20	5.462007694107076e-18
YJU2	19p13.3	0.3891035119310748	5.0140316698398346e-20	5.877203052072146e-18
TIGD1	2q37.1	0.3888247118495117	5.356764776490129e-20	6.242643621896965e-18
ANKRD42	11q14.1	-0.3882170157790906	6.185835211671195e-20	7.156006097017679e-18
SCRN1	7p14.3	-0.388199510398779	6.211502737850771e-20	7.156006097017679e-18
ADCK1	14q24.3	0.3880983293866112	6.361930676632127e-20	7.287663884748882e-18
ANGPTL2	9q33.3	0.3880321419821453	6.462269391299332e-20	7.360780406665866e-18
MED8	1p34.2	-0.38797736258165677	6.546492037804782e-20	7.405514613791073e-18
H2AFY2	10q22.1	0.3879589735296773	6.575006774805823e-20	7.405514613791073e-18
EHMT2	6p21.33	0.387847382265946	6.750688026040099e-20	7.56114562738858e-18
KIF21B	1q32.1	0.38751448401770805	7.302726683563478e-20	8.134269208139407e-18
WDTC1	1p36.11	-0.3874037592943486	7.49601879300626e-20	8.303694224494461e-18
NME5	5q31.2	-0.387348617851909	7.594151082474885e-20	8.3664305996599e-18
HSPB9	17q21.2	0.3872666211852853	7.742421549286708e-20	8.483421785607028e-18
TMEM150C	4q21.22	-0.3871893792633272	7.88470198691651e-20	8.592620365309391e-18
GPR161	1q24.2	0.38706283672234454	8.123382535324419e-20	8.805135230896539e-18
TLE3	15q23	0.38643666322695414	9.413324626553706e-20	1.0148772074649693e-17
DUS2	16q22.1	0.3864128566694275	9.466158654273585e-20	1.015144811855371e-17
DCLK2	4q31.23-q31.3	0.386381079946034	9.537136486136308e-20	1.0173450195608154e-17
PCNX3	11q13.1	0.3861557151986789	1.0055791904789317e-19	1.0670253715392496e-17
CAST	5q15	-0.38607175735449567	1.0256036445551617e-19	1.0825756585275716e-17
SPA17	11q24.2	-0.3860189134709907	1.0384081792408465e-19	1.0903826719622243e-17
C17ORF100	17p13.1	0.3859921737149845	1.0449473477819078e-19	1.0915639108098986e-17
NTAN1	16p13.11	-0.3859439861891891	1.0568341441282182e-19	1.0982903700911859e-17
SACM1L	3p21.31	-0.3855301873991635	1.1645487752766494e-19	1.2040239927360271e-17
KIF26A	14q32.33	0.3853867666282046	1.2043507820816297e-19	1.2388222508952928e-17
SNHG29	17p11.2	0.38535627977300957	1.212982649189121e-19	1.2413676746346126e-17
UPK2	11q23.3	0.3852505036406391	1.2434067985851846e-19	1.2660769932462578e-17
MICOS10	1p36.13	-0.3846084239599289	1.4448949446164e-19	1.4595667291413877e-17
CCDC28A	6q24.1	-0.38459949882261096	1.4479110452273077e-19	1.4595667291413877e-17
PIK3CD	1p36.22	-0.3845093280831727	1.4787327910916306e-19	1.483220487621809e-17
EFCAB12	3q21.3	-0.3843185779163384	1.5460800152636506e-19	1.5430950092935873e-17
CDHR1	10q23.1	0.3842171318010816	1.5831189228068794e-19	1.5722788474241132e-17
TSNAX	1q42.2	-0.38414873520420983	1.6085831583707714e-19	1.5879615070818478e-17
CARMIL3	14q11.2	0.3841325639158023	1.614662511540989e-19	1.5879615070818478e-17
ZCCHC17	1p35.2	-0.3838997235173556	1.7047462278299547e-19	1.6684169271495008e-17
GABPB1-AS1	15q21.2	0.3835607008433305	1.8448294933478617e-19	1.7967926287626203e-17
CREB3L4	1q21.3	0.3832973124511629	1.961434210979336e-19	1.9011766888247306e-17
MBNL2	13q32.1	-0.3832543657508012	1.9811235814171474e-19	1.9110733265526848e-17
SHC2	19p13.3	0.38316357640776016	2.0233900663218373e-19	1.935395626805284e-17
LRIT2	10q23.1	0.3831590151463381	2.025536814919473e-19	1.935395626805284e-17
PHTF1	1p13.2	-0.3831226179796583	2.042747652743477e-19	1.9426337465547753e-17
SHB	9p13.1	0.3826346430972349	2.2878901040134006e-19	2.1655470604232006e-17
TUT1	11q12.3	0.381712136965337	2.8330850387865367e-19	2.6690573582698768e-17
TSPAN11	12p11.21	0.3810132368405202	3.329569733915857e-19	3.1222072281617486e-17
PES1	22q12.2	0.38076831735314026	3.523089442954749e-19	3.288379919417162e-17
UBQLN4	1q22	0.3806033874564132	3.6596061188636504e-19	3.400060781677883e-17
DCX	Xq23	0.3804557608116215	3.786211523155086e-19	3.501550941207784e-17
LHFPL3	7q22.2-q22.3	0.3803201247999325	3.90633124168257e-19	3.5961435691124333e-17
IGDCC3	15q22.31	0.3802541057288555	3.9661484491794347e-19	3.6346144947230264e-17
PRMT5	14q11.2	0.3797283263252961	4.475867774984798e-19	4.083166072917127e-17
CTBP1-DT	4p16.3	0.3795728791587219	4.638559373196698e-19	4.2125223208566954e-17
PAM	5q21.1	-0.3791436772581981	5.118619518024343e-19	4.6276452064075687e-17
SNHG32	6p21.33	0.37901377674475895	5.273328949901776e-19	4.746231471382577e-17
ASIC1	12q13.12	0.3788734572132109	5.445623404771407e-19	4.879520598382059e-17
GNG4	1q42.3	0.37879905997975294	5.53921069331399e-19	4.9414171145089985e-17
CDC42EP4	17q25.1	0.3784063372009667	6.060108899616265e-19	5.3822843843684374e-17
SH2B2	7q22.1	0.3783222995218644	6.177688617837317e-19	5.462648255448164e-17
SCML2	Xp22.13	0.3781888643005772	6.36901354510526e-19	5.607235025452713e-17
SEC22B	1p12	-0.3781683629950555	6.398921790705185e-19	5.609072270539445e-17
TWNK	10q24.31	0.37758152146598317	7.316209053128303e-19	6.385371892645876e-17
CDH24	14q11.2	0.377459742439094	7.522192625267e-19	6.524465025079782e-17
FPGT	1p31.1	-0.37743623663190057	7.562604152409619e-19	6.524465025079782e-17
ATG4C	1p31.3	-0.3774304043639506	7.572664133072115e-19	6.524465025079782e-17
TLCD3A	17p13.3	0.3771820911375817	8.013421626969266e-19	6.874833762609675e-17
RASSF2	20p13	0.3769765478761816	8.397295874304175e-19	7.173639072959596e-17
PEA15	1q23.2	0.3768619349741889	8.619153573363346e-19	7.33209937521428e-17
ICMT	1p36.31	-0.37675859727678607	8.824128025485091e-19	7.474926265622056e-17
GPR173	Xp11.22	0.3765302109608686	9.29432177939157e-19	7.840285413988011e-17
TMSB15A	Xq22.1	0.37608981694628585	1.0271699561096021e-18	8.62865561880237e-17
CCDC167	6p21.2	0.3760409107086405	1.0386293019531058e-18	8.688715915633429e-17
ATP13A1	19p13.11	0.37594402383506587	1.061704098892362e-18	8.845048073458227e-17
C11ORF45	11q24.3	-0.3756821019776933	1.1266410881422526e-18	9.347411925117677e-17
TBC1D1	4p14	-0.3752963245003195	1.2294665045196783e-18	1.0158718933451326e-16
TMEM167B	1p13.3	-0.3751229111836813	1.2786474993530622e-18	1.0521964177329424e-16
DDR1	6p21.33	0.37504325598920935	1.3018825653140956e-18	1.0650258818520688e-16
SPNS1	16p11.2	0.3750333422363784	1.3048032975420912e-18	1.0650258818520688e-16
LDHA	11p15.1	-0.3748333661398415	1.3651160785664889e-18	1.1097623088701202e-16
TCTEX1D1	1p31.3	-0.37467265840938363	1.4155677944995194e-18	1.1461551126467796e-16
GNG12	1p31.3	-0.37412562926084203	1.60145086745566e-18	1.2914740375509425e-16
C2CD2	21q22.3	-0.3737068547484711	1.7598066475297597e-18	1.4135243753325692e-16
GPBP1L1	1p34.1	-0.37367097746380745	1.774069258325613e-18	1.4147560976704583e-16
TNK2	3q29	0.37366770785904746	1.775374697240345e-18	1.4147560976704583e-16
ABCB6	2q35	0.37342381301748934	1.8754671444934496e-18	1.4886335866193872e-16
MEX3B	15q25.2	0.37331856709129563	1.92035637000576e-18	1.518286461791613e-16
POMGNT2	3p22.1	0.37321461074172524	1.965733527904378e-18	1.5480919396906314e-16
INHBC	12q13.3	0.37318751819718193	1.977731856240706e-18	1.551480620765326e-16
SGMS2	4q25	-0.3731166469054407	2.009460291605979e-18	1.5702608115917886e-16
PHETA1	12q24.12	0.37302509797216016	2.0511886353923726e-18	1.5966800802372828e-16
AGL	1p21.2	-0.3728268892295463	2.1444777840502447e-18	1.6628775617014225e-16
MMD2	7p22.1	0.3726349545933637	2.238790163846057e-18	1.729358179819937e-16
DNALI1	1p34.3	-0.3724568936854871	2.3299304728431062e-18	1.7928903917171705e-16
GALR1	18q23	0.37242132264143196	2.3485704162597877e-18	1.800362287536638e-16
OSCP1	1p34.3	-0.37231753782855387	2.4037988493416838e-18	1.835719265211276e-16
AAAS	12q13.13	0.37202848709422887	2.564443753914686e-18	1.9510094536858107e-16
MSRB3	12q14.3	-0.3719946422665784	2.583931333691564e-18	1.9584450984419407e-16
HDAC4	2q37.3	0.3719236830065162	2.625263565806894e-18	1.9823198033795053e-16
RANBP17	5q35.1	0.37135636239680575	2.9799772655932027e-18	2.241765733269573e-16
C20ORF204	20q13.33	0.3712738793545423	3.035332009939273e-18	2.2749192807578324e-16
GLDC	9p24.1	0.37123093265323204	3.064553191000021e-18	2.2883132179167195e-16
SAPCD2	9q34.3	0.3712056071070605	3.0819144510353092e-18	2.2927851382775967e-16
PLCB3	11q13.1	0.3710957660606628	3.1583404312126143e-18	2.3410037291793203e-16
C1ORF61	1q22	0.3709440387262588	3.2669868883300653e-18	2.412663833539284e-16
CTBS	1p22.3	-0.37090781616487795	3.29346372857393e-18	2.4233402274371897e-16
ZNF843	16p11.2	0.37086874944908266	3.3222562699049465e-18	2.4356366784564955e-16
ZBTB47	3p22.1	0.3708456854803702	3.3393708052970885e-18	2.439313579912848e-16
HMX1	4p16.1	0.3706210762642534	3.5106454019021025e-18	2.5551668573194327e-16
LRRC20	10q22.1	0.37038229346386775	3.7022129330558654e-18	2.6849034152280323e-16
VPS72	1q21.3	0.3703214964875272	3.752609329194572e-18	2.711697372254185e-16
TGOLN2	2p11.2	-0.370252525499107	3.810599261016462e-18	2.743767560762603e-16
PATZ1	22q12.2	0.36993899690600407	4.085524423050757e-18	2.9312547292927515e-16
PDK3	Xp22.11	-0.3697922181593455	4.2208521303750926e-18	3.0176099220032714e-16
FCHSD2	11q13.4	0.3693348629781551	4.671449215845552e-18	3.327953626878522e-16
CD302	2q24.2	-0.36855599010370194	5.550209468451703e-18	3.9400624328681263e-16
BHLHE41	12p12.1	-0.36852948793636203	5.5828110120685034e-18	3.949300098747828e-16
WDR78	1p31.3	-0.36851110745514337	5.605532304231798e-18	3.9515082792173877e-16
CTBP2	10q26.13	0.36842980103350487	5.707136959498917e-18	4.009114572838246e-16
DHX38	16q22.2	0.36802923026655454	6.234780030653085e-18	4.36456250687489e-16
HS2ST1	1p22.3	-0.36798522315383814	6.295595766827081e-18	4.391886029584802e-16
EPHB1	3q22.2	0.36784083033822085	6.499269028980844e-18	4.51194145660568e-16
SEL1L3	4p15.2	-0.36783164009781405	6.512449600080616e-18	4.51194145660568e-16
CRMP1	4p16.2	0.3677359378828115	6.651277895175599e-18	4.592342933035454e-16
RNF11	1p32.3	-0.36743147510276564	7.112597230707852e-18	4.894098046699693e-16
DGCR2	22q11.21	0.3673446980231641	7.249751592256165e-18	4.971504824880154e-16
TLE4	9q21.31	-0.3672289724096167	7.436717295364303e-18	5.08242906413016e-16
PRKCD	3p21.1	-0.36701874566031745	7.788575131381106e-18	5.304914298100489e-16
NPRL3	16p13.3	0.3669609171100171	7.88820293599503e-18	5.354682134430835e-16
TICAM2	5q22.3	-0.366875840460043	8.03705778854396e-18	5.437420203853516e-16
ANKRD13B	17q11.2	0.3666736860076468	8.401935770287267e-18	5.651442379557962e-16
OSTF1	9q21.13	-0.36666960489256606	8.409467357112191e-18	5.651442379557962e-16
SLC4A5	2p13.1	0.3663533369078069	9.013792446406058e-18	6.03744416983364e-16
HAPLN1	5q14.3	0.36562209422161435	1.0579480912830656e-17	7.062679294158241e-16
MOXD1	6q23.2	-0.3655079312328758	1.084694971894446e-17	7.217338392199315e-16
SFT2D3	2q14.3	0.3653566376621791	1.1211685229920644e-17	7.421119187501645e-16
PRKAR1A	17q24.2	-0.36534091628333676	1.1250271179507873e-17	7.421119187501645e-16
UPRT	Xq13.3	-0.36533548166989943	1.126364005443928e-17	7.421119187501645e-16
KBTBD3	11q22.3	-0.3652769019556835	1.1408739247386406e-17	7.49223426601164e-16
NLGN2	17p13.1	0.3652004035752686	1.1600994174431085e-17	7.593754660737178e-16
KATNAL1	13q12.3	-0.3651378392463477	1.1760596915482472e-17	7.673313735049907e-16
ZNF576	19q13.31	-0.36510422340379106	1.1847241804781599e-17	7.704911033103285e-16
ITSN2	2p23.3	-0.3648357984606793	1.256201448757083e-17	8.143497558968344e-16
DDX23	12q13.12	0.36479161461257015	1.2683667796717549e-17	8.196007258000721e-16
ADAMTS6	5q12.3	0.36460639592130056	1.3206377452631174e-17	8.506510409664444e-16
MRPS15	1p34.3	-0.3645753788599288	1.3295959372721285e-17	8.536937481319548e-16
DANCR	4q12	0.36414114000072	1.4614695756042363e-17	9.353869242462544e-16
SH2D4A	8p21.3	-0.3641200803933992	1.4681823382762997e-17	9.367096241135594e-16
